url,STRING : publisher,STRING : developer,STRING : genre,STRING : esrb
videogame/www.metacritic.com/psx_tonyhawksproskater3.html,Activision,Neversoft Entertainment/Shaba Games,"Sports, Action",T (Teen)
videogame/www.metacritic.com/xbox360_heist.html,Codemasters,inXile Entertainment,"Action, Adventure",RP (Rating Pending)
videogame/www.metacritic.com/xbox360_commandandconquer3kaneswrath.html,Electronic Arts,EA Los Angeles,Real-Time Strategy,T (Teen)
videogame/www.metacritic.com/xbox360_eccothedolphin.html,Sega,Backbone Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/psx_hboboxing.html,Acclaim,Osiris Studios,Sports,E (Everyone)
videogame/www.metacritic.com/psx_disneysdonaldduckquackers.html,Ubi Soft,Ubi Soft,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_rumblerosesxx.html,Konami,Yuke's Entertainment - Konami,"Wrestling, Sports, Action",M (Mature)
videogame/www.metacritic.com/xbox360_worldseriesofpokertournamentofchampions.html,Activision,Left Field Productions,Card Games,T (Teen)
videogame/www.metacritic.com/psx_ncaafinalfour2001.html,Sony Computer Entertainment of America,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_bioniccommandorearmed.html,Capcom,GRIN,"Action, Platform",M (Mature)
videogame/www.metacritic.com/psx_vanguardbandits.html,Working Designs,Human Entertainment,"Strategy, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/xbox360_fear.html,Vivendi Games / Sierra Entertainment,Monolith Productions,"Action, First-Person Shooter",M (Mature)
videogame/www.metacritic.com/xbox360_fantasticfourriseofthesilversurfer.html,2K Games,Visual Concepts,"Third-Person Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_streetfighter2hyperfighting.html,Capcom,Capcom,Fighting,T (Teen)
videogame/www.metacritic.com/psx_dancedancerevolution.html,Konami,Konami,"Rhythm Action, Simulation",E (Everyone)
videogame/www.metacritic.com/xbox360_spidermanfriendorfoe.html,Activision,Next Level Games,Action,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_needforspeedprostreet.html,Electronic Arts,EA Black Box,"Racing, Driving",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_beemoviegame.html,Activision,Beenox,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_wordpuzzle.html,Microsoft,InterServ,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_bombermanpartyedition.html,Vatical Entertainment,Hudson Soft,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_tetrissplash.html,"Tetris Online, Inc.","Tetris Online, Inc.",Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_davidbeckhamsoccer.html,Rage Software,Rage Software,Sports,
videogame/www.metacritic.com/xbox360_popcaparcadevol1.html,PopCap Games,PopCap Games,"Arcade, Compilation",E (Everyone)
videogame/www.metacritic.com/psx_hootersroadtrip.html,Ubi Soft,Hoplite Research,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/xbox360_chromehounds.html,Sega,From Software,"Action, Third-Person Shooter",T (Teen)
videogame/www.metacritic.com/xbox360_goldenaxexbla.html,Sega,Secret Level,"Action, Beat-'Em-Up",T (Teen)
videogame/www.metacritic.com/psx_looneytunessheepraider.html,Infogrames,Infogrames Lyon House,"Platformer, Action, Strategy",E (Everyone)
videogame/www.metacritic.com/psx_mtvsportspureride.html,THQ,Radical Entertainment,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_darkness.html,2K Games,Starbreeze Studios,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_fable2.html,Microsoft,Lionhead Studios,"Action, Role-Playing Game",M (Mature)
videogame/www.metacritic.com/xbox360_saintsrow.html,THQ,Volition,"Third-Person Shooter, Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_brianlarainternationalcricket2007.html,Codemasters,Codemasters,Sports,RP (Rating Pending)
videogame/www.metacritic.com/xbox360_sneakking.html,King Games,Blitz Games,"Action, Adventure",E (Everyone)
videogame/www.metacritic.com/psx_powerpuffgirls.html,BAM! Entertainment,Vis Entertainment / Asylum Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_rockrevolution.html,Konami,Zoe Mode,Music,T (Teen)
videogame/www.metacritic.com/xbox360_hexichd.html,Microsoft Game Studios,Microsoft Game Studios,Puzzle,E (Everyone)
videogame/www.metacritic.com/xbox360_defjamicon.html,Electronic Arts,EA Chicago,"Fighting, Wrestling",M (Mature)
videogame/www.metacritic.com/psx_nflgameday2004.html,Sony Computer Entertainment America,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_tomclancysghostrecon3.html,Ubisoft,Ubisoft,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/psx_nflgameday2002.html,SCEA/989 Sports,Red Zone Interactive,Sports,E (Everyone)
videogame/www.metacritic.com/psx_nflgameday2003.html,Sony Computer Entertainment America,989 Sports,"Sports, Football",E (Everyone)
videogame/www.metacritic.com/xbox360_finalfantasyxi.html,Square Enix,Square Enix,Massively-Multiplayer Online Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_nflgameday2001.html,Sony Computer Entertainment,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_chessmasterlive.html,Ubisoft,Ubisoft Sofia,Board Game,E (Everyone)
videogame/www.metacritic.com/psx_gauntletlegends.html,Midway,Midway,Action,T (Teen)
videogame/www.metacritic.com/xbox360_discsoftron.html,Disney Interactive Studios,Backbone Charlottetown,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_monsterjam.html,Activision,Activision,"Action, Racing",E (Everyone)
videogame/www.metacritic.com/psx_dragonvalor.html,Namco,Namco,"Role-Playing Game, Action",T (Teen)
videogame/www.metacritic.com/xbox360_guitarheroworldtour.html,Activision,Neversoft Entertainment,Music,T (Teen)
videogame/www.metacritic.com/psx_saiyukijourneywest.html,KOEI,KOEI,Role-Playing Game,E (Everyone)
videogame/www.metacritic.com/psx_deltaforceurbanwarfare.html,NovaLogic,Rebellion,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/psx_residentevilsurvivor.html,Capcom,Capcom,Action,M (Mature)
videogame/www.metacritic.com/xbox360_burnoutrevenge.html,Electronic Arts,Criterion Games,"Racing, Driving, Action",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_battlefieldbadcompany.html,Electronic Arts,Digital Illusions,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_gearsofwar.html,Microsoft,Epic Games,"Third-Person Shooter, Action, Survival Horror",M (Mature)
videogame/www.metacritic.com/psx_bigbassfishing.html,Take 2 Interactive,Coresoft,"Sports, Fishing",E (Everyone)
videogame/www.metacritic.com/xbox360_alienhominidhd.html,The Behemoth,The Behemoth,Third-Person Shooter,T (Teen)
videogame/www.metacritic.com/psx_beyblade.html,Crave Entertainment,Takara,"Extreme Sports, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_cars.html,THQ,Incinerator Games,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/xbox360_infiniteundiscovery.html,Square Enix,tri-Ace Inc.,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_civilizationrevolution.html,2K Games,Firaxis,Turn-Based Strategy,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_facebreaker.html,Electronic Arts,EA Canada,"Sports, Boxing",T (Teen)
videogame/www.metacritic.com/psx_maddennfl2001.html,EA Sports,EA Sports,Sports,E (Everyone)
videogame/www.metacritic.com/psx_persona.html,Atlus USA,Atlus USA,Role-Playing Game,K-A (Kids to Adult)
videogame/www.metacritic.com/xbox360_warworld.html,Ubisoft,Third Wave Games,Third-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_laracrofttombraideranniversary.html,Eidos Interactive,Crystal Dynamics,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_maddennfl2002.html,EA Sports,Tiburon,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_twoworlds.html,SouthPeak Interactive / Zuxxez Entertainment,Reality Pump,Role-Playing Game,M (Mature)
videogame/www.metacritic.com/psx_maddennfl2003.html,EA Sports,Electronic Arts - Tiburon,"Sports, Football",E (Everyone)
videogame/www.metacritic.com/psx_maddennfl2005.html,EA Sports,Electronic Arts - Tiburon,"Sports, Football",E (Everyone)
videogame/www.metacritic.com/psx_raystorm.html,Working Designs,Spaz,Action,K-A (Kids to Adult)
videogame/www.metacritic.com/xbox360_battlefield2moderncombat.html,Electronic Arts,Digital Illusions,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_joust.html,Midway,Digital Eclipse,"Action, Platform",E (Everyone)
videogame/www.metacritic.com/psx_armymenwwlsa.html,3DO,3DO,Action,T (Teen)
videogame/www.metacritic.com/xbox360_raymanravingrabbids.html,Ubisoft,Ubisoft Montpellier,Platform,E (Everyone)
videogame/www.metacritic.com/xbox360_shreknroll.html,Activision,Backbone Entertainment,Puzzle,E (Everyone)
videogame/www.metacritic.com/xbox360_blitztheleague2.html,Midway,Midway,"Football, Sports",M (Mature)
videogame/www.metacritic.com/psx_aloneinthedarkthenewnightmare.html,Infogrames,DarkWorks,Adventure,M (Mature)
videogame/www.metacritic.com/xbox360_ridgeracer6.html,Namco,Namco,"Racing, Driving",E (Everyone)
videogame/www.metacritic.com/psx_goldandgloryroadtoeldorado.html,Ubi Soft,Revolution Software,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_sonicthehedgehog2.html,Sega,Backbone Entertainment,"Platform, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_nbastreet4.html,Electronic Arts,EA Canada,"Sports, Basketball",E (Everyone)
videogame/www.metacritic.com/psx_powerplaysportstrivia.html,Ubi Soft,Ubi Soft,"Puzzle, Trivia",E (Everyone)
videogame/www.metacritic.com/psx_finalfantasytactics.html,Sony Computer Entertainment America,Squaresoft,"Role-Playing Game, Turn-Based Strategy",T (Teen)
videogame/www.metacritic.com/psx_colonywars.html,Psygnosis,Psygnosis,Action,K-A (Kids to Adult)
videogame/www.metacritic.com/xbox360_defender.html,Midway,Midway,"Action, Shooter",E (Everyone)
videogame/www.metacritic.com/psx_coolboarders2001.html,Sony Computer Entertainment,989 Sports,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_pimpmyride.html,Activision,Eutechnyx,"Action, Strategy, Racing",T (Teen)
videogame/www.metacritic.com/xbox360_dynastywarriorsgundam.html,Namco Bandai Games / Koei,Omega Force,Action,T (Teen)
videogame/www.metacritic.com/psx_mathoffmansprobmx.html,Activision,RuneCraft,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_testdriveunlimited.html,Atari,Eden Studios,"Racing, Driving",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_crashofthetitans.html,Sierra Entertainment,Radical Entertainment,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_callofduty3.html,Activision,Treyarch,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_callofduty2.html,Activision,Infinity Ward,"First-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/psx_dancedancerevolutionkonamix.html,Konami,Konami,"Rhythm Action, Music",E (Everyone)
videogame/www.metacritic.com/xbox360_paperboy.html,Midway,Digital Eclipse,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_starwarstheforceunleashed.html,LucasArts,LucasArts,Action,T (Teen)
videogame/www.metacritic.com/xbox360_fatalfuryspecial.html,SNK Playmore,Mine Loader Software,Fighting,T (Teen)
videogame/www.metacritic.com/xbox360_gogobreaksteady.html,Microsoft,Little Boy Games,"Action, Music, Puzzle",E (Everyone)
videogame/www.metacritic.com/xbox360_turningpointfallofliberty.html,Codemasters,Spark Unlimited,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_warhammerbattlemarch.html,Namco Bandai Games,Black Hole Entertainment,Real-Time Strategy,M (Mature)
videogame/www.metacritic.com/psx_simpsonswrestling.html,"Activision, Fox Interactive",Big Ape Productions,Action,T (Teen)
videogame/www.metacritic.com/xbox360_segasuperstarstennis.html,Sega,Sumo Digital,"Sports, Tennis",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_megamanx6.html,Capcom Entertainment,Capcom Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_lostplanet.html,Capcom,Capcom,"Third-Person Shooter, Action",T (Teen)
videogame/www.metacritic.com/xbox360_blacksitearea51.html,Midway,Midway Austin,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_phantasystaruniverseambition.html,Sega,Sega,"Action, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/psx_galagadestinationearth.html,Hasbro Interactive,Hasbro Interactive,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_deadliestcatchalaskanstorm.html,Greenwave Games,Liquid Dragon Studios,Simulation,T (Teen)
videogame/www.metacritic.com/xbox360_tiqal.html,Slapdash Games,Slapdash Games,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_superpuzzlefighter2turbo.html,Capcom Entertainment,Capcom Entertainment,Puzzle,K-A (Kids to Adult)
videogame/www.metacritic.com/xbox360_transformersthegame.html,Activision,Traveller's Tales,Action,T (Teen)
videogame/www.metacritic.com/psx_personal2eternalpunishment.html,Atlus Software,Atlus Software,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_residentevil.html,Capcom Entertainment,Capcom Entertainment,"Survival Horror, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_hardwoodhearts.html,Silver Creek Entertainment,Silver Creek Entertainment,Card Games,E (Everyone)
videogame/www.metacritic.com/psx_soulblade.html,Namco,Namco,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_parappatherapper.html,Sony Computer Entertainment America,Sony,"Music, Rhythm Action",E (Everyone)
videogame/www.metacritic.com/xbox360_tomclancysendwar.html,Ubisoft,Ubisoft Shanghai,Real-Time Strategy,RP (Rating Pending)
videogame/www.metacritic.com/xbox360_robotron2084.html,Midway,Digital Eclipse,Shooter,E (Everyone)
videogame/www.metacritic.com/psx_megamanx5.html,Capcom Entertainment,Capcom Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/psx_looneytunesracing.html,Infogrames,Infogrames,Racing,E (Everyone)
videogame/www.metacritic.com/psx_onepiecemansion.html,Capcom,Capcom,Puzzle,E (Everyone)
videogame/www.metacritic.com/psx_jeremymcgrathsupercross2000.html,Acclaim,Iguana West,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_piratesofthecaribbeanatworldsend.html,Disney Interactive Studios,Eurocom Entertainment Software,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_geometrywarsretroevolved.html,Bizarre Creations,Bizarre Creations,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_spacegiraffe.html,Llamasoft,Llamasoft,Shooter,E (Everyone)
videogame/www.metacritic.com/xbox360_beautifulkatamari.html,Namco Bandai Games,Namco Bandai Games,"Action, Puzzle",E (Everyone)
videogame/www.metacritic.com/xbox360_rootbeertapper.html,Midway,Digital Eclipse,Action,E (Everyone)
videogame/www.metacritic.com/psx_propinballfantasticjourney.html,Take 2 Interactive,Empire Interactive,Other,
videogame/www.metacritic.com/xbox360_halo3.html,Microsoft,Bungie Software,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/psx_xmenmutantacademy2.html,Activision,Paradox,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/xbox360_quantumofsolace.html,Activision,Treyarch,Action,T (Teen)
videogame/www.metacritic.com/xbox360_battlestargalactica.html,Vivendi Games / Sierra Online,Auran Games,"Space Combat, Simulation",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_hotwheelsextremeracing.html,THQ,HotGen Studios,Racing,E (Everyone)
videogame/www.metacritic.com/xbox360_surfsup.html,Ubisoft,Ubisoft Montreal,"Action, Surfing",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_kingdomunderfirecircleofdoom.html,Microsoft,Blueside,"Action, Role-Playing Game",M (Mature)
videogame/www.metacritic.com/xbox360_smallarms.html,Microsoft,Gastronaut Studios,"Fighting, Action",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_parasiteeve2.html,Square Electronic Arts,Sqare Soft,Adventure,M (Mature)
videogame/www.metacritic.com/xbox360_grandtheftauto4.html,Rockstar Games,Rockstar North,"Action, Adventure, Racing",M (Mature)
videogame/www.metacritic.com/psx_gundambattleassault.html,Bandai America,Bandai,Fighting,E (Everyone)
videogame/www.metacritic.com/psx_spiderman.html,Activision,Neversoft Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_guitarhero2.html,RedOctane,Harmonix,Music,T (Teen)
videogame/www.metacritic.com/xbox360_supremecommander.html,Aspyr Media,Gas Powered Games,Real-Time Strategy,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_harrypotterandtheorderofthephoenix.html,Electronic Arts / Warner Bros. Interactive Entertainment,Electronic Arts UK,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_tigerwoodspgatour09.html,Electronic Arts,EA Tiburon,"Golf, Sports",E (Everyone)
videogame/www.metacritic.com/xbox360_bioshock.html,2K Games,Irrational Games,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_condemned2bloodshot.html,Sega,Monolith Productions,"First-Person Action, Adventure, Horror",M (Mature)
videogame/www.metacritic.com/xbox360_dynastywarriors5empires.html,Koei,Omega Force,Action,T (Teen)
videogame/www.metacritic.com/xbox360_tigerwoodspgatour08.html,Electronic Arts,EA Tiburon,"Sports, Golf",E (Everyone)
videogame/www.metacritic.com/xbox360_eragon.html,Vivendi Games / Sierra Entertainment,Stormfront Studios,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_tigerwoodspgatour07.html,Electronic Arts,EA Redwood Shores,"Sports, Golf",E (Everyone)
videogame/www.metacritic.com/xbox360_tigerwoodspgatour06.html,Electronic Arts,EA Sports,"Sports, Golf",E (Everyone)
videogame/www.metacritic.com/psx_fifasoccer2002.html,EA Sports,Electronic Arts,Sports,E (Everyone)
videogame/www.metacritic.com/psx_fifasoccer2003.html,EA Sports,EA Canada,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_legendary.html,Gamecock Media,Spark Unlimited,First-Person Shooter,M (Mature)
videogame/www.metacritic.com/psx_fifasoccer2004.html,EA Sports,EA Canada,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_tomclancysrainbowsixvegas2.html,Ubisoft,Ubisoft Montreal,Tactical Shooter,M (Mature)
videogame/www.metacritic.com/xbox360_streettracenyc.html,Gaia Industries,Gaia Industries,"Racing, Arena Combat",E (Everyone)
videogame/www.metacritic.com/psx_fifasoccer2005.html,Electronic Arts,EA Sports,"Sports, Soccer",E (Everyone)
videogame/www.metacritic.com/xbox360_timeshift.html,Vivendi Universal,Saber Interactive,"First-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/xbox360_commandersattack.html,Sierra Online,Southend Interactive,Turn-Based Strategy,RP (Rating Pending)
videogame/www.metacritic.com/psx_tombraider.html,Eidos Interactive,Core Design,Adventure,T (Teen)
videogame/www.metacritic.com/xbox360_deadoralive4.html,Tecmo,Team Ninja,"Action, Fighting",M (Mature)
videogame/www.metacritic.com/xbox360_historychannelcivilwaranationdivided.html,Activision Value,Cauldron,First-Person Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_bombermanlive.html,Hudson Soft,Backbone Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/psx_alundra.html,Working Designs,SCEI - Matrix Software,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/xbox360_acecombat6firesofliberation.html,Namco Bandai Games,Namco Bandai Games,Flight Combat,T (Teen)
videogame/www.metacritic.com/xbox360_avatartheburningearth.html,THQ,THQ,Action,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_creatures.html,Conspiracy Entertainment,Creature Labs,Simulation,E (Everyone)
videogame/www.metacritic.com/xbox360_fuzionfrenzy2.html,Microsoft,Hudson Soft,Party,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_elderscrolls4oblivion.html,Bethesda Softworks / 2K Games,Bethesda Softworks,Role-Playing Game,M (Mature)
videogame/www.metacritic.com/psx_gundambattleassault2.html,Bandai,Bandai,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_worlddestructionleaguethunder.html,3DO,3DO,Action,T (Teen)
videogame/www.metacritic.com/xbox360_dragonballzburstlimit.html,Atari,Dimps,Fighting,T (Teen)
videogame/www.metacritic.com/xbox360_supercontra.html,Konami,Konami,"Action, Shooter",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_smashtv.html,Midway,Digital Eclipse,Shooter,T (Teen)
videogame/www.metacritic.com/xbox360_shotestshogi.html,Microsoft,AI Factory Ltd. - Rubicon Mobile Ltd,"Card Games, Board Game",E (Everyone)
videogame/www.metacritic.com/xbox360_heavyweapon.html,Microsoft Game Studios,PopCap Games,"Shooter, Action",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_gunfighterlegendofjessejames.html,Ubi Soft,Rebellion,"Light Gun, Action",T (Teen)
videogame/www.metacritic.com/xbox360_lostcities.html,Sierra Online,Sierra Online Shanghai,"Board Game, Action",E (Everyone)
videogame/www.metacritic.com/psx_raymanrush.html,Ubi Soft,Ubi Soft,"Action, Racing",E (Everyone)
videogame/www.metacritic.com/psx_finalfantasychronicles.html,Square Electronic Arts,Squaresoft,Role-Playing Game,T (Teen)
videogame/www.metacritic.com/psx_metalgearsolid.html,Konami,Konami,"Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_nhl2k6.html,2K Games,Kush Games - Visual Concepts,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_worldsnookerchampionship2007.html,Sega,Blade Interactive,"Pool, Snooker",RP (Rating Pending)
videogame/www.metacritic.com/xbox360_flatoutultimatecarnage.html,Empire Interactive,BugBear Entertainment,"Racing, Driving",T (Teen)
videogame/www.metacritic.com/xbox360_nhl2k7.html,2K Sports,Kush Games - Visual Concepts,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_nhl2k8.html,2K Sports,Kush Games - Visual Concepts,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_nhl2k9.html,2K Sports,Visual Concepts,"Sports, Hockey",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_rushnattack.html,Konami,Digital Eclipse,"Action, Platform",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_sensibleworldofsoccer.html,Codemasters,Kuju Sheffield,"Sports, Soccer",E (Everyone)
videogame/www.metacritic.com/xbox360_acesofthegalaxy.html,Sierra Online,Artech Studios,"Action, Shooter",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_needforspeedcarbon.html,Electronic Arts,EA Black Box,"Racing, Driving",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_toohuman.html,Microsoft,Silicon Knights,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_deadrising.html,Capcom,Capcom Production Studio 1,"Survival Horror, Action, Adventure",M (Mature)
videogame/www.metacritic.com/xbox360_geonemotions.html,Eidos Interactive,Strawdog Studios,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_mrdrilleronline.html,Namco Bandai Games,Namco Bandai Games,"Action, Arcade",E (Everyone)
videogame/www.metacritic.com/xbox360_mortalkombatvsdcuniverse.html,Midway Games,Midway Amusement Games,Fighting,T (Teen)
videogame/www.metacritic.com/xbox360_robertludlumsthebourneconspiracy.html,Vivendi Games / Sierra Entertainment,High Moon Studios,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_wartechsenkonoronde.html,Ubisoft,G.rev Ltd.,Fighting,T (Teen)
videogame/www.metacritic.com/xbox360_vikingbattleforasgard.html,Sega,Creative Assembly,Action,M (Mature)
videogame/www.metacritic.com/psx_disneyslionkingsimbas.html,Activision,Paradox Entertainment,Action,E (Everyone)
videogame/www.metacritic.com/xbox360_sonicthehedgehog.html,Sega,Sonic Team,Platform,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_freestylemotocrossmcgrathpastrana.html,Acclaim,Z-Axis,"Sports, Racing",E (Everyone)
videogame/www.metacritic.com/psx_bushidoblade.html,Sony Computer Entertainment America,Square,"Fighting, Action",T (Teen)
videogame/www.metacritic.com/psx_monstersincscreamteam.html,Disney Interactive,Sony Computer Entertainment,"Platformer, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_novadrome.html,Buena Vista Games,Stainless Games,"Racing, Driving, Car Combat",E (Everyone)
videogame/www.metacritic.com/psx_c12finalresistance.html,Sony Computer Entertainment America,Sony Computer Entertainment Studios Cambridge,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/psx_ultfightingchamp.html,Crave Entertainment,Opus,Fighting,T (Teen)
videogame/www.metacritic.com/xbox360_donkingpresentsprizefighter.html,2K Sports,Venom Games,"Sports, Boxing",T (Teen)
videogame/www.metacritic.com/xbox360_gearsofwar2.html,Microsoft,Epic Games,"Third-Person Shooter, Action",M (Mature)
videogame/www.metacritic.com/psx_yugiohforbiddenmemories.html,Konami,KCEJ,"RPG, Strategy, Puzzle, Card Battle",E (Everyone)
videogame/www.metacritic.com/xbox360_justcause.html,Eidos Interactive,Avalanche Studios,Action,M (Mature)
videogame/www.metacritic.com/xbox360_ratatouille.html,THQ,Heavy Iron Studios,"Action, Platform",E (Everyone)
videogame/www.metacritic.com/psx_tombraider2.html,Eidos Interactive,Core Design,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_fatalinertia.html,Koei,Koei,Racing,E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/xbox360_marvelultimatealliance.html,Activision,Raven Software,"Action, Role-Playing Game",T (Teen)
videogame/www.metacritic.com/xbox360_pokersmash.html,Microsoft Game Studios,Void Star Creations,"Card Games, Puzzle, Action",E (Everyone)
videogame/www.metacritic.com/psx_tombraider3.html,Eidos Interactive,Core Design,Adventure,T (Teen)
videogame/www.metacritic.com/psx_wwfsmackdown2knowrole.html,THQ,Yuke's Media Creations,"Sports, Wrestling",T (Teen)
videogame/www.metacritic.com/xbox360_guiltygear2overture.html,Aksys Games,Arc System Works,Beat-'Em-Up,T (Teen)
videogame/www.metacritic.com/psx_torenkolasthope.html,Enix,Enix,"Role-Playing Game, Action",E (Everyone)
videogame/www.metacritic.com/xbox360_vivapinata.html,Microsoft,Rare,"Strategy, Simulation",E (Everyone)
videogame/www.metacritic.com/psx_dancedancerevolutiondisney.html,Konami,Konami,Dancing,E (Everyone)
videogame/www.metacritic.com/psx_ncaamarchmadness2001.html,EA Sports,Black Ops,Sports,E (Everyone)
videogame/www.metacritic.com/psx_monsterrancher2.html,Tecmo,Tecmo,Simulation,E (Everyone)
videogame/www.metacritic.com/psx_grandtheftauto2.html,Rockstar Games,DMA Design,"Action, Adventure",T (Teen)
videogame/www.metacritic.com/xbox360_bombermanactzero.html,Konami,Hudson Soft,Action,T (Teen)
videogame/www.metacritic.com/psx_kingoffighters99.html,Agetec Inc.,SNK,Action,
videogame/www.metacritic.com/psx_kisspinball.html,Take 2 Interactive,Tarantula Studios,"Pinball, Puzzle",T (Teen)
videogame/www.metacritic.com/xbox360_beijing2008.html,Sega,Eurocom,Sports,E (Everyone)
videogame/www.metacritic.com/xbox360_vivapinatapartyanimals.html,Microsoft,Krome Studios,"Strategy, Simulation, Party",E (Everyone)
videogame/www.metacritic.com/xbox360_shrekthethird.html,Activision,7 Studios,"Action, Adventure",E10+ (Everyone 10 and Older)
videogame/www.metacritic.com/psx_issproevolution.html,Konami,KCET,Sports,Not Rated
