url,STRING : publisher,STRING : developer,STRING : esrb
videogame/videogames.yahoo.com/gc_backyard-basketball-2007-canceled.html,Atari,Humongous,E (Everyone)
videogame/videogames.yahoo.com/gc_micro-machines-canceled.html,Atari,Infogrames Sheffield House,E (Everyone)
videogame/videogames.yahoo.com/gc_universal-studios-theme-park-adventure.html,Kemco,"NAI'A Digital Works Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_frogger-helmet-chaos.html,Xseed Games,"Konami Digital Entertainment, Inc. (KDEI)",E (Everyone)
videogame/videogames.yahoo.com/psp_madden-nfl-08.html,EA,Tiburon,E (Everyone)
videogame/videogames.yahoo.com/gc_red-card-2003.html,Midway,"Point of View, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_sergeant-cruise.html,Titus,Titus Software Corp.,T
videogame/videogames.yahoo.com/psp_dragon-ball-z-shin-budokai.html,Atari,Dimps,T (Teen)
videogame/videogames.yahoo.com/gc_big-air-freestyle.html,Infogrames,"Paradigm Entertainment, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_snoopy-vs-the-red-baron.html,"Namco Bandai Games America, Inc.","Namco Hometek, Inc.",E10+
videogame/videogames.yahoo.com/gc_goldeneye-rogue-agent.html,EA,Electronic Arts Los Angeles,T (Teen)
videogame/videogames.yahoo.com/gc_mario-golf-toadstool-tour-target-bullseye-tour-included--exclusive-version.html,Nintendo,Camelot Software Planning,E
videogame/videogames.yahoo.com/psp_metal-gear-solid-portable-ops.html,Konami,Kojima Productions,M (Mature)
videogame/videogames.yahoo.com/gc_dragon-ball-z-sagas.html,Atari,Avalanche Software,T (Teen)
videogame/videogames.yahoo.com/psp_gitaroo-man-lives.html,KOEI Corporation,Inis,E (Everyone)
videogame/videogames.yahoo.com/gc_2002-fifa-world-cup.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_astonishia-story.html,Ubisoft Entertainment,Sonnori,E10+
videogame/videogames.yahoo.com/psp_pinball-hall-of-fame-the-williams-collection.html,Crave,FarSight Studios,E10+
videogame/videogames.yahoo.com/psp_manhunt-2.html,,Rockstar Leeds,M (Mature)
videogame/videogames.yahoo.com/gc_freedom-fighters.html,EA,IO Interactive,T (Teen)
videogame/videogames.yahoo.com/gc_nascar-2005-chase-for-the-cup.html,Capcom,Ready At Dawn Studios,T (Teen)
videogame/videogames.yahoo.com/psp_coded-arms-contagion.html,Konami,Creat Studio,T (Teen)
videogame/videogames.yahoo.com/psp_n-.html,,SilverBirch Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_smashing-drive.html,"Namco Bandai Games America, Inc.","Point of View, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_yugioh-gx-tag-force-2.html,Konami,Konami JPN (KCEJ),E (Everyone)
videogame/videogames.yahoo.com/psp_prince-of-persia-revelations.html,Ubisoft Entertainment,"Pipeworks Software, Inc.",M (Mature)
videogame/videogames.yahoo.com/gc_the-incredibles-rise-of-the-underminer.html,THQ,Heavy Iron Studios,E10+
videogame/videogames.yahoo.com/gc_mario-golf-toadstool-tour.html,Nintendo,"Nintendo of America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_galidor-defenders-of-the-outer-dimension-canceled.html,EA,Asylum Entertainment,E (Everyone)
videogame/videogames.yahoo.com/psp_motogp.html,"Namco Bandai Games America, Inc.","Namco Bandai Games America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_gun-showdown.html,Activision,Rebellion,M (Mature)
videogame/videogames.yahoo.com/psp_biker-mice-from-mars.html,Game Factory,,RP
videogame/videogames.yahoo.com/psp_wwe-smackdown-vs-raw-2009-featuring-ecw.html,,Yuke's Media Creations,T (Teen)
videogame/videogames.yahoo.com/psp_exit.html,Ubisoft Entertainment,Taito Corporation,E (Everyone)
videogame/videogames.yahoo.com/psp_gretzky-nhl.html,Sony,"Page 44 Studios, LLC",E (Everyone)
videogame/videogames.yahoo.com/gc_enclave.html,Conspiracy Entertainment,Starbreeze AB,
videogame/videogames.yahoo.com/gc_narc.html,Midway,VIS entertainment plc,M (Mature)
videogame/videogames.yahoo.com/gc_animal-crossing.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_4x4-evo-2.html,Capcom,Ready At Dawn Studios,T (Teen)
videogame/videogames.yahoo.com/gc_allstar-baseball-2003.html,Acclaim,Acclaim Studios Austin,E (Everyone)
videogame/videogames.yahoo.com/gc_viewtiful-joe-2.html,Capcom,Clover Studio,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_world-championship-poker-canceled.html,Crave,Craftgold Software,E (Everyone)
videogame/videogames.yahoo.com/gc_catwoman.html,EA,EA Games,T (Teen)
videogame/videogames.yahoo.com/gc_atv-quad-power-racing-2.html,AKA Acclaim,Climax Group,E (Everyone)
videogame/videogames.yahoo.com/psp_socom-us-navy-seals--tactical-strike.html,,Slant Six Games,T (Teen)
videogame/videogames.yahoo.com/gc_nintendo-gamecube-super-smash-bros-melee-bundle-set.html,Nintendo,"Nintendo of America, Inc.",
videogame/videogames.yahoo.com/psp_frantix.html,Sony Online Entertainment,Sony Online Entertainment,E (Everyone)
videogame/videogames.yahoo.com/gc_allstar-baseball-2004.html,Acclaim,Acclaim Studios Austin,E (Everyone)
videogame/videogames.yahoo.com/psp_snk-arcade-classics-vol-1.html,SNK Playmore,SNK,T (Teen)
videogame/videogames.yahoo.com/gc_phantasy-star-online-episode-i--ii.html,Sega,Sonic Team,T (Teen)
videogame/videogames.yahoo.com/gc_american-chopper-2-full-throttle.html,Activision,"Creat Studio, LLC",T (Teen)
videogame/videogames.yahoo.com/psp_world-series-of-poker-2008-battle-for-the-bracelets.html,,"Left Field Productions, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_pikmin-2.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_sonic-adventure-dx-directors-cut.html,Sega,Sonic Team,E (Everyone)
videogame/videogames.yahoo.com/psp_mercury-meltdown.html,Ignition Entertainment,Awesome Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_nicktoons-battle-for-volcano-island.html,THQ,Blue Tongue,E (Everyone)
videogame/videogames.yahoo.com/gc_sonic-gems-collection.html,Sega,"Sega of America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_cubivore-survival-of-the-fittest.html,"Atlus U.S.A., Inc.","Saru Brunei Marigul Management, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_parappa-the-rapper.html,,SCE Studios Japan,E (Everyone)
videogame/videogames.yahoo.com/gc_spongebob-squarepants-creature-from-the-krusty-krab.html,THQ,Blitz Games,E (Everyone)
videogame/videogames.yahoo.com/gc_the-lord-of-the-rings-the-third-age.html,EA,EA Redwood Shores,T (Teen)
videogame/videogames.yahoo.com/psp_mlb-07-the-show.html,Sony,SCE Studios San Diego,E (Everyone)
videogame/videogames.yahoo.com/psp_nba-ballers.html,Midway,Midway Home Entertainment,
videogame/videogames.yahoo.com/gc_beach-spikers.html,Sega,AM2,E (Everyone)
videogame/videogames.yahoo.com/gc_turok-evolution.html,Acclaim,Acclaim Studios Austin,M (Mature)
videogame/videogames.yahoo.com/gc_flushed-away.html,D3Publisher of America,Monkey Bar Games,E (Everyone)
videogame/videogames.yahoo.com/gc_pacman-world-rally.html,"Namco Bandai Games America, Inc.",Smart Bomb Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_fifa-soccer-2003.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_bliss-island.html,Codemasters,PomPom,RP
videogame/videogames.yahoo.com/psp_xiaolin-showdown.html,Konami,BottleRocket Entertainment,E10+
videogame/videogames.yahoo.com/gc_darkened-skye.html,Simon & Schuster,Boston Animation,T (Teen)
videogame/videogames.yahoo.com/psp_virtua-tennis-world-tour.html,Sega,Sumo Digital,E (Everyone)
videogame/videogames.yahoo.com/psp_crazy-taxi-fare-wars.html,,Sniper Studios,E10+
videogame/videogames.yahoo.com/gc_little-league-baseball.html,NewKidCo,NewKidCo,
videogame/videogames.yahoo.com/gc_swingerz-golf.html,Eidos Interactive,Telenet Japan Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_gauntlet-dark-legacy.html,Midway,"Big Ape Productions, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_marvel-trading-card-game.html,Konami,Vicious Cycle,T (Teen)
videogame/videogames.yahoo.com/psp_the-bigs.html,2K Sports,Blue Castle Games,E
videogame/videogames.yahoo.com/psp_disgaea-afternoon-of-darkness.html,,NIS,T (Teen)
videogame/videogames.yahoo.com/psp_tom-clancys-endwar.html,,Funatics,T (Teen)
videogame/videogames.yahoo.com/psp_major-league-baseball-2k7.html,,Visual Concepts,E (Everyone)
videogame/videogames.yahoo.com/gc_starsky--hutch.html,Nintendo,Nintendo EAD Tokyo,E (Everyone)
videogame/videogames.yahoo.com/gc_trigger-man.html,Crave,"Point of View, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_harvey-birdman-attorney-at-law.html,,High Voltage Software,T (Teen)
videogame/videogames.yahoo.com/psp_world-poker-tour.html,2K Sports,Visual Concepts,E (Everyone)
videogame/videogames.yahoo.com/gc_prince-of-persia-warrior-within.html,Ubisoft Entertainment,Ubisoft Montreal,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_baldurs-gate-dark-alliance.html,Interplay Entertainment,"High Voltage Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_fifa-soccer-2004.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_over-the-hedge-hammy-goes-nuts.html,Activision,*unlisted (no company info),E (Everyone)
videogame/videogames.yahoo.com/psp_ape-escape-academy.html,Sony,Sony Computer Entertainment Inc. (Japan),E10+
videogame/videogames.yahoo.com/gc_xmen-legends-ii-rise-of-apocalypse.html,Activision,Raven Software,T (Teen)
videogame/videogames.yahoo.com/gc_jeremy-mcgrath-supercross-world.html,Acclaim,"Acclaim Studios Salt Lake City, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_mind-quiz.html,,SEGA,E (Everyone)
videogame/videogames.yahoo.com/gc_the-lord-of-the-rings-the-two-towers.html,EA,Stormfront Studios,T (Teen)
videogame/videogames.yahoo.com/gc_harry-potter-and-the-goblet-of-fire.html,EA,EA UK,E10+
videogame/videogames.yahoo.com/gc_alien-hominid.html,O3 Entertainment,The Behemoth,T (Teen)
videogame/videogames.yahoo.com/psp_mlb.html,Sony,989 Sports,E (Everyone)
videogame/videogames.yahoo.com/psp_blitz-overtime.html,Midway,High Voltage Software,M (Mature)
videogame/videogames.yahoo.com/psp_hot-brain-fire-up-your-mind.html,,Midway Studios - San Diego,E (Everyone)
videogame/videogames.yahoo.com/gc_buttugly-martians-zoom-or-doom-canceled.html,Sierra,Knowledge Adventure,E (Everyone)
videogame/videogames.yahoo.com/gc_bomberman-generation.html,Majesco,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_madden-nfl-2002.html,EA,"Tiburon Entertainment, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_secret-agent-clank.html,,High Impact Games,E10+
videogame/videogames.yahoo.com/gc_fifa-soccer-2005.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_world-championship-cards.html,Crave,Craftgold Software,E (Everyone)
videogame/videogames.yahoo.com/psp_dungeon-siege-throne-of-agony.html,2K Games,SuperVillain Studios,T (Teen)
videogame/videogames.yahoo.com/psp_every-extend-extra.html,Buena Vista Games Inc.,Q Entertainment,E (Everyone)
videogame/videogames.yahoo.com/gc_goblin-commander-unleash-the-horde.html,Jaleco,Jaleco,T (Teen)
videogame/videogames.yahoo.com/gc_the-sims-2-pets.html,EA,Maxis,T (Teen)
videogame/videogames.yahoo.com/psp_atari-classics-evolved.html,,,E (Everyone)
videogame/videogames.yahoo.com/psp_surfs-up.html,,Ubisoft Quebec City,E10+
videogame/videogames.yahoo.com/psp_asphalt-urban-gt-2.html,,Virtuos,RP
videogame/videogames.yahoo.com/psp_barnyard-blast-swine-of-the-night.html,,,RP
videogame/videogames.yahoo.com/gc_madden-nfl-2005.html,EA,EA Tiburon,RP (Rating Pending)
videogame/videogames.yahoo.com/psp_lego-batman-the-videogame.html,Warner Bros. Interactive,Traveller's Tales,E10+
videogame/videogames.yahoo.com/gc_espn-mls-extratime-2002.html,Konami,"Konami Computer Entertainment America, Inc. Honolulu Studio",E (Everyone)
videogame/videogames.yahoo.com/psp_marvel-nemesis-rise-of-the-imperfects.html,EA,EA Games,T (Teen)
videogame/videogames.yahoo.com/psp_major-league-baseball-2k8.html,2K Games,Kush Games,E (Everyone)
videogame/videogames.yahoo.com/gc_freaky-flyers.html,Midway,Midway Home Entertainment,T (Teen)
videogame/videogames.yahoo.com/psp_lego-star-wars-ii-the-original-trilogy.html,Lucas Arts,Traveller's Tales,E10+
videogame/videogames.yahoo.com/psp_capcom-classics-collection-reloaded.html,Capcom,"Digital Eclipse Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_charlie-and-the-chocolate-factory.html,Global Star,"High Voltage Software, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_risk-global-domination-canceled.html,Infogrames,"Cyberlore Studios, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_star-wars-the-force-unleashed.html,Lucas Arts,Krome Studios,T (Teen)
videogame/videogames.yahoo.com/psp_open-season.html,Ubisoft Entertainment,Ubisoft Montreal,E10+
videogame/videogames.yahoo.com/gc_spyro-a-heros-tail.html,Vivendi Universal,Eurocom Developments Ltd.,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_ncaa-college-basketball-2k3.html,Sega,Kush Games,E (Everyone)
videogame/videogames.yahoo.com/psp_thrillville-off-the-rails.html,,Frontier Developments,E (Everyone)
videogame/videogames.yahoo.com/gc_madden-nfl-2004.html,EA,EA Tiburon,E (Everyone)
videogame/videogames.yahoo.com/psp_mtx-mototrax.html,Activision,Left Field Productions,E (Everyone)
videogame/videogames.yahoo.com/gc_baten-kaitos-origins.html,"Namco Bandai Games America, Inc.","Monolith Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_bloody-roar-primal-fury.html,Activision,"Eighting Co., Ltd. (8ing)",T (Teen)
videogame/videogames.yahoo.com/gc_tom-clancys-splinter-cell-pandora-tomorrow.html,Ubisoft Entertainment,Ubisoft Shanghai,T (Teen)
videogame/videogames.yahoo.com/gc_nickelodeon-party-blast.html,Infogrames,Data Design Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_mario-party-7.html,Nintendo,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_stage-debut-canceled.html,Nintendo,Nintendo Co. Ltd.,
videogame/videogames.yahoo.com/psp_buzz-master-quiz.html,,Relentless Software,E10+
videogame/videogames.yahoo.com/psp_rocky-balboa.html,Ubisoft Entertainment,Digital Fiction,T (Teen)
videogame/videogames.yahoo.com/gc_froggers-adventures-the-rescue.html,Konami,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/gc_harvest-moon-magical-melody.html,Capcom,Ready At Dawn Studios,T (Teen)
videogame/videogames.yahoo.com/gc_super-monkey-ball-2.html,Sega,Amusement Vision,E (Everyone)
videogame/videogames.yahoo.com/gc_crash-nitro-kart.html,Universal Interactive,"Vicarious Visions, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_batman-rise-of-sin-tzu.html,Ubisoft Entertainment,Ubisoft Montreal,T (Teen)
videogame/videogames.yahoo.com/psp_chameleon.html,UFO Interactive,Starfish,E (Everyone)
videogame/videogames.yahoo.com/gc_power-rangers-dino-thunder.html,THQ,Pacific Coast Power & Light Co.,E (Everyone)
videogame/videogames.yahoo.com/gc_the-hobbit.html,Vivendi Universal Games,"Inevitable Entertainment, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_ea-replay.html,EA,EA Canada - Team Fusion,T (Teen)
videogame/videogames.yahoo.com/gc_super-mario-sunshine.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_jimmy-neutron-boy-genius.html,THQ,"BigSky Interactive, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_coded-arms.html,Konami,"Konami Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_animaniacs-the-great-edgar-hunt.html,Ignition Entertainment,Warthog,E (Everyone)
videogame/videogames.yahoo.com/gc_lara-croft-tomb-raider--legend.html,Eidos Interactive,"Crystal Dynamics, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_madden-nfl-2006.html,EA,EA Tiburon,E (Everyone)
videogame/videogames.yahoo.com/gc_harry-potter-quidditch-world-cup.html,EA,EA UK,E (Everyone)
videogame/videogames.yahoo.com/psp_nhra-countdown-to-the-championship.html,,Pipeworks Software,E (Everyone)
videogame/videogames.yahoo.com/psp_go-sudoku.html,Ubisoft Entertainment,Sumo Digital,E (Everyone)
videogame/videogames.yahoo.com/psp_air-conflicts-aces-of-world-war-ii.html,Graffiti Entertainment,,T (Teen)
videogame/videogames.yahoo.com/gc_the-urbz-sims-in-the-city.html,EA,Maxis,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_bustamove-3000.html,Ubisoft Entertainment,Taito Corporation,E (Everyone)
videogame/videogames.yahoo.com/gc_dragon-ball-z-budokai.html,Infogrames,Dimps,T (Teen)
videogame/videogames.yahoo.com/psp_thrillville.html,Lucas Arts,Frontier Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_zoocube.html,Acclaim,PuzzleKings,E (Everyone)
videogame/videogames.yahoo.com/gc_dave-mirra-freestyle-bmx-2.html,Acclaim,"Z-AXIS, Ltd.",T (Teen)
videogame/videogames.yahoo.com/psp_need-for-speed-underground--rivals.html,EA,EA GAMES,E (Everyone)
videogame/videogames.yahoo.com/psp_rainbow-islands-evolution.html,Ignition Entertainment,Digital Whip,E (Everyone)
videogame/videogames.yahoo.com/psp_syphon-filter-logans-shadow.html,,Sony Bend,T (Teen)
videogame/videogames.yahoo.com/gc_pokemon-channel.html,Nintendo,Ambrella,E (Everyone)
videogame/videogames.yahoo.com/gc_ufc-throwdown.html,Cybiko,Anchor Inc.,T (Teen)
videogame/videogames.yahoo.com/psp_lego-indiana-jones-the-original-adventures.html,Lucas Arts,Traveller's Tales,E10+
videogame/videogames.yahoo.com/gc_wreckless-the-yakuza-missions.html,Auran,"Activision, Inc.",T (Teen)
videogame/videogames.yahoo.com/psp_rayman-raving-rabbids-canceled.html,Ubisoft Entertainment,Ubisoft Entertainment,E
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-ocarina-of-time--master-quest-bonus-disc.html,Nintendo,Nintendo EAD,E
videogame/videogames.yahoo.com/psp_socom-us-navy-seals--fireteam-bravo-2.html,Sony,Zipper Interactive,T (Teen)
videogame/videogames.yahoo.com/psp_bomberman-land.html,Hudson Soft,Hudson Soft,E (Everyone)
videogame/videogames.yahoo.com/psp_worms-open-warfare.html,THQ,Team 17,E10+
videogame/videogames.yahoo.com/psp_hot-wheels-ultimate-racing.html,,Raylight Studios,E (Everyone)
videogame/videogames.yahoo.com/psp_tiger-woods-pga-tour-06.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_metal-gear-solid-the-twin-snakes.html,Konami,Silicon Knights,M (Mature)
videogame/videogames.yahoo.com/psp_fifa-street-2.html,EA Sports Big,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_looney-tunes-back-in-action.html,EA,Warthog,E (Everyone)
videogame/videogames.yahoo.com/psp_ben-10-alien-force.html,,Monkey Bar Games,RP
videogame/videogames.yahoo.com/psp_valhalla-knights.html,,Big Blue Bubble,E10+
videogame/videogames.yahoo.com/gc_srs-street-racing-syndicate.html,"Namco Bandai Games America, Inc.","Eutechnyx, Limited",T (Teen)
videogame/videogames.yahoo.com/psp_wwe-smackdown-vs-raw-2008-featuring-ecw.html,,Yuke's Media Creations,T (Teen)
videogame/videogames.yahoo.com/gc_samurai-jack-the-shadow-of-aku.html,Sega,Amaze Entertainment,(Not Specified)
videogame/videogames.yahoo.com/gc_the-lord-of-the-rings-the-fellowship-of-the-ring.html,Universal Interactive,Surreal Software,T
videogame/videogames.yahoo.com/psp_uefa-euro-2008.html,,,E (Everyone)
videogame/videogames.yahoo.com/gc_batman-vengeance.html,Ubisoft Entertainment,Ubisoft Montreal,T (Teen)
videogame/videogames.yahoo.com/psp_race-driver-2006.html,O~3 Entertainment,Codemasters USA,T (Teen)
videogame/videogames.yahoo.com/gc_super-mario-strikers.html,Nintendo,Next Level Games,E (Everyone)
videogame/videogames.yahoo.com/gc_dance-dance-revolution-mario-mix-bundle.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/psp_star-wars-battlefront--renegade-squadron.html,,Rebellion,T (Teen)
videogame/videogames.yahoo.com/psp_gretzky-nhl-06.html,Sony,"Page 44 Studios, LLC",E
videogame/videogames.yahoo.com/psp_kao-challengers.html,Atari,"Atari, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_tom-clancys-splinter-cell-double-agent.html,Ubisoft Entertainment,Ubisoft Entertainment,M (Mature)
videogame/videogames.yahoo.com/gc_disney-sports-football.html,Konami,Konami Computer Entertainment Osaka (KCEO),E (Everyone)
videogame/videogames.yahoo.com/gc_resident-evil.html,Capcom,"Capcom Co., Ltd.",M (Mature)
videogame/videogames.yahoo.com/gc_ty-the-tasmanian-tiger.html,EA,Krome Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_need-for-speed-underground-2.html,EA,EA Canada,E (Everyone)
videogame/videogames.yahoo.com/gc_mark-davis-pro-bass-challenge.html,Natsume,Sims,E
videogame/videogames.yahoo.com/psp_nfl-street-2-unleashed.html,EA Sports Big,Team Fusion,E (Everyone)
videogame/videogames.yahoo.com/gc_need-for-speed-hot-pursuit-2.html,EA,EA Seattle,E (Everyone)
videogame/videogames.yahoo.com/psp_the-sims-2-castaway.html,,Maxis,E10+
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-four-swords-adventures-with-nintendo-gamecube--game-boy-advance-cable.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/psp_ratchet--clank-size-matters.html,Sony,High Impact Studios,E10+
videogame/videogames.yahoo.com/gc_nascar-dirt-to-daytona.html,Infogrames,"Monster Games, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_007-nightfire.html,EA,Eurocom Developments Ltd.,T (Teen)
videogame/videogames.yahoo.com/psp_atv-offroad-fury-pro.html,Sony,"Sony Computer Entertainment America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/psp_harry-potter-and-the-order-of-the-phoenix.html,EA,EA Games,E10+
videogame/videogames.yahoo.com/gc_need-for-speed-underground.html,EA,Black Box Games Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_ice-age-2-the-meltdown.html,Sierra,Eurocom Entertainment Software,E10+
videogame/videogames.yahoo.com/gc_masters-of-the-universe--heman-defender-of-grayskull-canceled.html,TDK Mediactive,"Savage Entertainment, LLC",T (Teen)
videogame/videogames.yahoo.com/psp_tiger-woods-pga-tour-08.html,,Tiburon,E (Everyone)
videogame/videogames.yahoo.com/gc_big-mutha-truckers.html,Empire Interactive,"Eutechnyx, Limited",T (Teen)
videogame/videogames.yahoo.com/psp_nba-08-featuring-block-party.html,,SCE Studios San Diego,E (Everyone)
videogame/videogames.yahoo.com/gc_whirl-tour.html,Vivendi Universal,Papaya Studio,E (Everyone)
videogame/videogames.yahoo.com/gc_disney-presents-piglets-big-game.html,Gotham Games,Doki Denki,E (Everyone)
videogame/videogames.yahoo.com/psp_full-auto-2-battlelines.html,Sega,Deep Fried Entertainment,E10+
videogame/videogames.yahoo.com/gc_zatch-bell-mamodo-battles.html,"Bandai America, Inc.","Eighting Co., Ltd. (8ing)",T (Teen)
videogame/videogames.yahoo.com/gc_nfl-blitz-2002.html,Midway,"Point of View, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_bloodrayne.html,Majesco,Terminal Reality,M (Mature)
videogame/videogames.yahoo.com/psp_sega-genesis-collection.html,Sega,Backbone Entertainment,T (Teen)
videogame/videogames.yahoo.com/gc_world-championship-pool-2004-canceled.html,Jaleco,Blade Interactive Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_tales-of-symphonia.html,"Namco Bandai Games America, Inc.",Namco Tales Studio,RP (Rating Pending)
videogame/videogames.yahoo.com/gc_army-men-sarges-war.html,Global Star,Global Star Software Ltd.,T (Teen)
videogame/videogames.yahoo.com/gc_shrek-2.html,Activision,Luxoflux,E (Everyone)
videogame/videogames.yahoo.com/gc_digimon-rumble-arena-2.html,"Bandai America, Inc.","Bandai Co., Ltd.",T (Teen)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-the-wind-waker.html,Nintendo,Nintendo Co. Ltd.,E (Everyone)
videogame/videogames.yahoo.com/gc_nba-courtside-2002.html,Nintendo,Left Field Productions,E (Everyone)
videogame/videogames.yahoo.com/psp_blokus-portable-steambot-championship.html,Irem Software Engineering,,E (Everyone)
videogame/videogames.yahoo.com/gc_madagascar.html,Activision,Toys for Bob,E10+
videogame/videogames.yahoo.com/gc_rtx-red-rock.html,Lucas Arts,LucasArts,
videogame/videogames.yahoo.com/gc_beyblade-v-force--super-tournament-battle.html,Atari,Takara,E (Everyone)
videogame/videogames.yahoo.com/psp_warhammer-warcry-battle-for-atluma.html,"Namco Bandai Games America, Inc.",JV Games,T (Teen)
videogame/videogames.yahoo.com/gc_egg-mania-eggstreme-madness.html,Kemco,HotGen Studios,E (Everyone)
videogame/videogames.yahoo.com/gc_nhl-2k3.html,Sega,"Treyarch Invention, LLC",E (Everyone)
videogame/videogames.yahoo.com/gc_men-in-black-ii-alien-escape.html,Atari,Tantalus Interactive,T (Teen)
videogame/videogames.yahoo.com/psp_tales-of-the-world-radiant-mythology.html,,Namco Tales Studio,T (Teen)
videogame/videogames.yahoo.com/gc_tom-and-jerry-in-war-of-the-whiskers.html,NewKidCo LLC,NewKidCo LLC,T (Teen)
videogame/videogames.yahoo.com/gc_surfs-up.html,,Ubisoft Montreal,E10+
videogame/videogames.yahoo.com/psp_cars.html,THQ,Locomotive Games,E (Everyone)
videogame/videogames.yahoo.com/psp_naruto-ultimate-ninja-heroes-2--the-phantom-fortress.html,,CyberConnect2,T (Teen)
videogame/videogames.yahoo.com/gc_amazing-island.html,Sega,"Sega of America, Inc.",RP (Rating Pending)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-ocarina-of-timethe-legend-of-zelda-ocarina-of-time--master-quest.html,Nintendo,,E (Everyone)
videogame/videogames.yahoo.com/psp_need-for-speed-most-wanted-510.html,EA,EA Canada,E10+
videogame/videogames.yahoo.com/gc_super-monkey-ball.html,Sega,Amusement Vision,E (Everyone)
videogame/videogames.yahoo.com/gc_the-legend-of-zelda-collectors-edition.html,Nintendo,"Nintendo of America, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_the-italian-job.html,Eidos Interactive,Climax Group,T (Teen)
videogame/videogames.yahoo.com/psp_chessmaster-the-art-of-learning.html,,Ubisoft,E (Everyone)
videogame/videogames.yahoo.com/gc_backyard-baseball.html,Humongous Entertainment,"Infogrames Interactive, Inc.",E (Everyone)
videogame/videogames.yahoo.com/gc_disneys-party.html,EA,"Hudson Soft Co., Ltd.",E (Everyone)
videogame/videogames.yahoo.com/psp_capcom-classics-collection-remixed.html,Capcom,"Digital Eclipse Software, Inc.",T (Teen)
videogame/videogames.yahoo.com/gc_disneys-hide--sneak.html,Capcom,Disney Interactive,E (Everyone)
videogame/videogames.yahoo.com/gc_monsters-inc-scream-arena.html,Capcom,Ready At Dawn Studios,T (Teen)
