url,NUMBER : value,NUMBER : var %,NUMBER : high,NUMBER : low,NUMBER : volume,NUMBER : 52wk high,NUMBER : 52wk low
finance/www.marketocracy.com/VMC.html,$47.20,10.54%,$47.21,$42.93,"13,891,676",$100.25,$34.30
finance/www.marketocracy.com/WB.html,$5.54,0.00%,,,,$24.00,$0.00
finance/www.marketocracy.com/WAG.html,$31.18,0.81%,$31.18,$30.58,"4,511,648",$37.85,$21.28
finance/www.marketocracy.com/WMT.html,$49.84,1.05%,$49.86,$49.21,"15,339,150",$63.85,$46.25
finance/www.marketocracy.com/WM.html,$0.10,2.04%,$0.10,$0.10,"5,641,893",$6.99,$0.01
finance/www.marketocracy.com/WMI.html,$28.60,0.14%,$28.67,$28.19,"2,111,465",$39.25,$22.10
finance/www.marketocracy.com/WPI.html,$29.91,0.17%,$30.01,$29.35,"830,396",$32.95,$20.17
finance/www.marketocracy.com/WLP.html,$46.72,2.48%,$47.70,$45.15,"4,596,562",$57.86,$27.50
finance/www.marketocracy.com/WFC.html,$25.48,1.84%,$25.50,$24.78,"49,009,859",$44.69,$7.80
finance/www.marketocracy.com/WEN.html,$3.98,0.25%,$4.13,$3.83,"18,741,001",$7.34,$2.63
finance/www.marketocracy.com/WY.html,$34.18,-1.04%,$34.30,$33.51,"1,369,282",$65.50,$18.67
finance/www.marketocracy.com/WHR.html,$43.73,2.03%,$43.73,$41.97,"1,579,721",$91.87,$19.19
finance/www.marketocracy.com/WMB.html,$17.31,-1.87%,$17.57,$17.20,"5,026,146",$40.75,$9.52
finance/www.marketocracy.com/WOR.html,$14.85,-2.17%,$15.23,$14.31,"580,540",$26.14,$6.99
finance/www.marketocracy.com/WWY.html,$79.77,0.00%,,,,$79.88,$0.00
finance/www.marketocracy.com/WWE.html,$13.59,0.52%,$13.59,$13.14,"121,354",$17.13,$8.76
finance/www.marketocracy.com/XRX.html,$6.98,-0.29%,$7.14,$6.80,"5,265,678",$14.62,$4.12
finance/www.marketocracy.com/XLNX.html,$20.91,-2.43%,$21.39,$20.44,"9,045,731",$28.20,$14.28
finance/www.marketocracy.com/YHOO.html,$16.40,1.24%,$16.47,$16.10,"16,971,672",$26.33,$8.94
finance/www.marketocracy.com/ZIGO.html,$5.44,-4.56%,$5.72,$5.33,"24,620",$13.79,$3.06
