url,STRING : birthplace,STRING : national_team,STRING : position,DATE : birthdate,STRING : club
soccer/www.footymania.com/1480.html,"Wallsend, England",England,Midfield Center,27/10/1972,Fulham FC
soccer/www.footymania.com/4267.html,"Wallsend, England",England,Midfield Center,27/10/1972,Newcastle United
soccer/www.footymania.com/3624.html,"Nottingham, England",Ireland,Forward,19/9/1986,Southampton FC
soccer/www.footymania.com/5566.html,", Greece",Greece,Forward,0/0/0000,Arminia Bielefeld
soccer/www.footymania.com/921.html,", Northern ireland",Northern ireland,Defender Center,0/0/2000,Bristol Rovers
soccer/www.footymania.com/1000.html,"Sydney, Australia",Australia,"Back Right, Midfield Right",4/5/1979,Kilmarnock
soccer/www.footymania.com/2971.html,"Raleigh, United states",United states,"Defender, Midfield Defensive",22/8/1981,Chicago Fire
soccer/www.footymania.com/653.html,"Bristol, England",England,Defender,22/1/1977,Bristol City
soccer/www.footymania.com/306.html,"Paris, France",France,Forward,8/10/1979,Manchester United
soccer/www.footymania.com/2153.html,"Reggio Emilia, Italy",Italy,Midfield Left,27/12/1978,Fiorentina
soccer/www.footymania.com/2119.html,"Ancona, Italy",Italy,Goalkeeper,22/2/1966,Chievo Verona
soccer/www.footymania.com/2223.html,"Liverno, Italy",Italy,Goalkeeper,29/3/1984,Livorno
soccer/www.footymania.com/2346.html,"Pavullo nel Frignano, Italy",Italy,Striker,26/5/1977,Fiorentina
soccer/www.footymania.com/2777.html,"Sainte-Catherine-lès-Arras, France",France,Forward,6/2/1980,Osasuna
soccer/www.footymania.com/355.html,", Switzerland",Switzerland,Midfielder,20/4/1979,VfB Stuttgart
soccer/www.footymania.com/2155.html,"Porto Recanati, Italy",Italy,Midfield,19/10/1973,Fiorentina
soccer/www.footymania.com/2403.html,"Cremona, Italy",Italy,Goalkeeper,27/1/1970,Sampdoria
soccer/www.footymania.com/46.html,"Gijon, Spain",Spain,Attacking Midfielder,8/5/1970,
soccer/www.footymania.com/951.html,"Oviedo, Spain",Spain,Forward,6/2/1981,Mallorca
soccer/www.footymania.com/459.html,"Fundo, Brazil",Brazil,Manager,11/9/1948,
soccer/www.footymania.com/2828.html,"Rio de Janeiro, Brazil",Brazil,Defender,1/12/1977,Real Sociedad
soccer/www.footymania.com/3608.html,"Tychy, Poland",Germany,Defender,9/10/1985,Bayer Leverkusen
soccer/www.footymania.com/859.html,"Cambridge, England",England,"Midfield Right, Wing Right",18/11/1980,Stoke City
soccer/www.footymania.com/1534.html,"Peterborough, England",England,Goalkeeper,24/9/1984,Manchester United
soccer/www.footymania.com/1144.html,"Harlow, England",England,"Back Right, Defender Center",19/7/1979,Middlesbrough FC
soccer/www.footymania.com/99.html,", Spain",Spain,Right back,22/10/1975,Real Madrid
soccer/www.footymania.com/807.html,", Norway",Norway,Forward,13/10/1980,FC København
soccer/www.footymania.com/192.html,", Sweden",Sweden,Goalkeeper,19/3/1973,Chelsea FC
soccer/www.footymania.com/477.html,"Eindhoven, Netherlands",Netherlands,Goalkeeper,26/6/1976,Feyenoord Rotterdam
soccer/www.footymania.com/4752.html,", Senegal",Senegal,Midfielder,11/1/1986,Marseille
soccer/www.footymania.com/332.html,", Portugal",Portugal,Midfielder Left/Center,11/11/1977,Inter Milan
soccer/www.footymania.com/3833.html,", Angola",Angola,Forward,18/3/1982,Benfica
soccer/www.footymania.com/2889.html,"Vigo, Spain",Spain,Defender,2/4/1981,Real Zaragoza
soccer/www.footymania.com/4573.html,", France",France,Midfielder,12/5/1980,Nice
soccer/www.footymania.com/132.html,", Netherlands",Netherlands,Left midfielder,29/3/1973,
soccer/www.footymania.com/2228.html,"Mulhouse, France",France,Back Right,21/5/1981,Livorno
soccer/www.footymania.com/2562.html,"Montevideo, Uruguay",Uruguay,Midfield,2/6/1978,Atletico Madrid
soccer/www.footymania.com/2221.html,"Frascati, Italy",Italy,Goalkeeper,2/4/1982,Livorno
soccer/www.footymania.com/528.html,", Italy",Italy,,18/6/1982,Reggina
soccer/www.footymania.com/962.html,"Finale Ligure, Italy",Italy,Striker,4/6/1976,Siena
soccer/www.footymania.com/2434.html,"Noale, Italy",Italy,Goalkeeper,8/7/1974,Siena
soccer/www.footymania.com/2313.html,"Roma, Italy",Italy,Midfield,22/7/1980,Parma
soccer/www.footymania.com/319.html,", Italy",Italy,Defender Center,19/8/1973,Inter Milan
soccer/www.footymania.com/530.html,"San Giovanni Bianco, Italy",Italy,Defender,15/4/1977,FC Messina Peloro
soccer/www.footymania.com/353.html,", Switzerland",Switzerland,Defender,24/10/1971,
soccer/www.footymania.com/324.html,"Roma, Italy",Italy,Attacking Midfielder/Forward Left,15/7/1976,Monaco
soccer/www.footymania.com/845.html,"Utrecht, Netherlands",Netherlands,Striker,31/10/1964,
soccer/www.footymania.com/784.html,"Negrais, Portugal",Portugal,Defender,9/2/1979,Sporting
soccer/www.footymania.com/753.html,"Lisboa, Portugal",Portugal,Midfielder,5/5/1979,Belenenses
soccer/www.footymania.com/2727.html,"Palma de Mallorca, Spain",Spain,Midfield,17/8/1968,Mallorca
soccer/www.footymania.com/3255.html,"Houston, United states",United states,Forward,9/11/1982,Houston Dynamo
soccer/www.footymania.com/197.html,"Olomouc, Czech republic",Czech republic,Forward,4/8/1977,
soccer/www.footymania.com/225.html,", Bulgaria",Bulgaria,"Central midfielder, Attacking midfielder",29/7/1973,Kaiserslautern
soccer/www.footymania.com/2339.html,"Tandil, Argentina",Argentina,Midfield Attack,5/5/1981,US Città di Palermo
soccer/www.footymania.com/264.html,", Latvia",Latvia,Attacking Midfielder/Forward,5/8/1976,Southampton FC
soccer/www.footymania.com/29.html,"Amsterdam, Netherlands",Netherlands,Defender/Midfielder Right/Center,29/4/2011,Wigan Athletic
soccer/www.footymania.com/752.html,", Portugal",Portugal,Midfielder,0/0/2000,Sporting
soccer/www.footymania.com/403.html,"Zagreb, Croatia",Croatia,"Right-back, Central defender",23/7/1975,
soccer/www.footymania.com/2338.html,"Comodoro Rivadavia, Argentina",Argentina,Midfield,23/12/1981,US Città di Palermo
soccer/www.footymania.com/337.html,", Latvia",Latvia,,2/6/1976,
soccer/www.footymania.com/1588.html,"Broxburn, Scotland",Scotland,Forward,18/8/1980,Dunfermline Athletic
soccer/www.footymania.com/904.html,", England",England,Striker,0/0/2000,
soccer/www.footymania.com/532.html,"Guildford, England",England,Defender Center,30/3/1982,Crystal Palace
soccer/www.footymania.com/693.html,"Liverpool, England",England,Forward,2/10/1978,
soccer/www.footymania.com/615.html,"Crewe, England",England,Forward,26/11/1975,Carlisle United
soccer/www.footymania.com/138.html,", Netherlands",Netherlands,"Central midfielder, Attacking midfielder",22/4/1977,Bayern Munich
soccer/www.footymania.com/1147.html,"Cape Town, South africa",South africa,Defender Center,14/3/1974,Charlton Athletic
soccer/www.footymania.com/541.html,"Dublin, Ireland",Ireland,Midfielder Center,12/8/1972,Walsall
soccer/www.footymania.com/408.html,"Osijek, Croatia",Croatia,Defender/Midfielder Left,28/1/1981,Bayer Leverkusen
soccer/www.footymania.com/651.html,"Munich, Germany",Germany,Defender,8/9/1972,VfB Stuttgart
soccer/www.footymania.com/711.html,", Morocco",Morocco,Midfielder,0/0/2000,
soccer/www.footymania.com/623.html,"Herlev,, Denmark",Denmark,Defender Center,31/3/1980,West Bromwich Albion
soccer/www.footymania.com/863.html,"Alexandria, nr Dumbarton, Scotland",Scotland,Midfield Attack,22/4/1976,
soccer/www.footymania.com/161.html,", Denmark",Denmark,"Right midfielder, Left midfielder, Attacking midfi",6/10/1975,Udinese
soccer/www.footymania.com/452.html,", Czech republic",Czech republic,"Right-back, Central defender",25/5/1979,FC Spartak Moskva
soccer/www.footymania.com/515.html,"Oxford, England",England,Defender Center,24/7/1966,
soccer/www.footymania.com/155.html,"Farvoug, Denmark",Denmark,Defender Center,26/7/1977,Aston Villa
soccer/www.footymania.com/647.html,"Exeter, England",England,Midfielder,13/3/1976,Torquay United
soccer/www.footymania.com/1111.html,"Ashington, England",England,Defender Center,9/11/1979,Norwich City
soccer/www.footymania.com/3025.html,"Tampico, Mexico",Mexico,Goalkeeper,6/8/1970,
soccer/www.footymania.com/620.html,", Hungary",Hungary,Goalkeeper,3/5/1983,Leicester City
soccer/www.footymania.com/1513.html,"Sanguan, Trinidad and tobago",Trinidad and tobago,Defender Center,22/12/1975,Rangers
soccer/www.footymania.com/827.html,"Aosta, Italy",Italy,Midfield,17/7/1979,Chievo Verona
soccer/www.footymania.com/75.html,", Italy",Italy,Right back,14/6/1976,Lazio
soccer/www.footymania.com/553.html,"Zemun, Serbia and montenegro",Serbia and montenegro,Striker,12/4/1979,Atletico Madrid
soccer/www.footymania.com/404.html,", Croatia",Croatia,Defender/Midfielder Left,3/6/1979,
soccer/www.footymania.com/898.html,", England",England,Defender,4/9/1984,
soccer/www.footymania.com/3008.html,"Aurora, United states",United states,Goalkeeper,13/10/1975,Colorado Rapids
soccer/www.footymania.com/71.html,", Algeria",Italy,Central defender,5/12/1979,Everton FC
soccer/www.footymania.com/4780.html,", Afghanistan",Afghanistan,Midfielder,0/0/0000,
soccer/www.footymania.com/677.html,", England",England,Goalkeeper,0/0/2000,Wycombe Wanderers
soccer/www.footymania.com/3499.html,"Nuneaton, England",England,Striker,5/3/1986,Leicester City
soccer/www.footymania.com/967.html,", England",England,Striker,0/0/2000,
soccer/www.footymania.com/5370.html,"San Bernardino, United states",United states,Midfielder,18/4/1986,Toronto FC
soccer/www.footymania.com/67.html,", Italy",Italy,Right midfielder,4/10/1976,Juventus
soccer/www.footymania.com/984.html,"Villa Maria, Argentina",Argentina,Forward,24/2/1981,
soccer/www.footymania.com/3402.html,"Leimuiden, Netherlands",Netherlands,"Defender Center, Midfield Defensive",2/3/1972,AZ Alkmaar
soccer/www.footymania.com/573.html,"South Shields, England",England,Striker,5/8/1978,Carlisle United
soccer/www.footymania.com/956.html,"Carrick, England",England,Midfielder Center,27/7/1981,Manchester United
soccer/www.footymania.com/972.html,"Newcastle, England",England,Striker,23/12/1983,Cardiff City
soccer/www.footymania.com/763.html,", Ghana",Ghana,Midfielder,0/0/2000,Chelsea FC
soccer/www.footymania.com/952.html,"Newport, Wales",Wales,Midfielder,17/10/1980,Gillingham
soccer/www.footymania.com/919.html,"Copenhagen, Denmark",Denmark,Attacking Midfielder/Striker,15/6/1964,Brøndby IF
soccer/www.footymania.com/641.html,"Graignamanagh, Ireland",Ireland,Forward,24/3/1980,Grimsby Town
soccer/www.footymania.com/814.html,"Yarmouth, England",England,Striker,31/10/1983,Bradford City
soccer/www.footymania.com/596.html,"Hilden, Germany",Germany,Midfield Defensive,27/10/1969,Hannover 96
soccer/www.footymania.com/1276.html,"Liverpool, England",England,Defender Left,2/10/1979,Manchester City
soccer/www.footymania.com/47.html,"Amstelveen, Netherlands",Netherlands,Defender Right,3/5/1973,PSV Eindhoven
soccer/www.footymania.com/213.html,", Greece",Greece,Central defender,18/10/1973,Olympiacos CFP
soccer/www.footymania.com/3501.html,"Angers, France",France,Forward,17/8/1973,Marseille
soccer/www.footymania.com/566.html,"Steinfurt, Finland",Finland,Striker,15/3/1981,Birmingham City
soccer/www.footymania.com/1651.html,"San Sebastian, Spain",Spain,Attacking Midfielder/Forward,26/3/1982,Everton FC
soccer/www.footymania.com/492.html,"Vigantice, Czech republic",Czech republic,Forward/Striker,28/10/1981,Lyon
soccer/www.footymania.com/412.html,", Croatia",Croatia,"Left midfielder, Attacking midfielder",16/8/1973,
soccer/www.footymania.com/5626.html,", 0",0,,0/0/0000,FC Porto
soccer/www.footymania.com/4342.html,", 0",0,Midfielder,15/2/1977,Lille
soccer/www.footymania.com/2503.html,"Sa Pobla, Spain",Spain,Defender,4/3/1980,Albacete
soccer/www.footymania.com/740.html,", Tunisia",Tunisia,Attacker,0/0/2000,
soccer/www.footymania.com/755.html,", Ghana",Ghana,Goalkeeper,0/0/2000,
soccer/www.footymania.com/463.html,", Denmark",Denmark,Manager,8/14/1949,
soccer/www.footymania.com/628.html,"Holstebro, Denmark",Denmark,Striker,30/6/1980,Real Sociedad
soccer/www.footymania.com/167.html,", Denmark",Denmark,Central midfielder,25/2/1971,Brøndby IF
soccer/www.footymania.com/971.html,"Vadsø, Norway",Norway,Midfielder Left,8/9/1981,Blackburn Rovers
soccer/www.footymania.com/1960.html,", Zimbabwe",Zimbabwe,Midfielder,10/5/1981,
soccer/www.footymania.com/356.html,", Switzerland",Switzerland,Central defender,15/9/1974,
soccer/www.footymania.com/568.html,"Hackney, England",England,,31/10/1974,Birmingham City
soccer/www.footymania.com/2965.html,"Eugene, United states",United states,Forward,28/10/1981,Houston Dynamo
soccer/www.footymania.com/832.html,"Cardiff, Wales",Wales,Forward,27/1/1972,Leicester City
soccer/www.footymania.com/856.html,", England",England,Goalkeeper,0/0/2000,Partick Thistle
soccer/www.footymania.com/994.html,", Scotland",Scotland,Midfield,0/0/2000,Dundee
soccer/www.footymania.com/1731.html,", Scotland",Scotland,Midfield,9/3/1983,Dundee
soccer/www.footymania.com/3291.html,"Houston, United states",United states,"Back Left, Defender Center",4/2/1982,Real Salt Lake
soccer/www.footymania.com/478.html,"Hull, England",England,Attacking Midfielder/Forward Center,11/2/1974,Hull City
soccer/www.footymania.com/5427.html,"Charleston, United states",United states,Goalkeeper,1/9/1984,Chicago Fire
soccer/www.footymania.com/59.html,"Manchester, England",England,Central midfielder,21/1/1975,Newcastle United
soccer/www.footymania.com/2273.html,"Cerignola, Italy",Italy,Forward,29/8/1974,FC Messina Peloro
soccer/www.footymania.com/1023.html,"Bari, Italy",Italy,Striker,24/5/1978,Atalanta
soccer/www.footymania.com/19.html,"St. Austell, England",England,Goalkeeper,11/8/1966,Everton FC
soccer/www.footymania.com/1189.html,"Amsterdam, Netherlands",Netherlands,Defender/Defensive Midfielder Right,30/11/1984,Hamburg SV
soccer/www.footymania.com/2843.html,"Istanbul, Turkey",Turkey,Striker,23/11/1979,PFC CSKA Moskva
soccer/www.footymania.com/209.html,", Greece",Greece,Central defender,3/8/1973,Leicester City
soccer/www.footymania.com/4112.html,"Williamsburg, United states",United states,Goalkeeper,21/4/1983,Columbus Crew
soccer/www.footymania.com/1767.html,"Waterford, Ireland",Ireland,Forward,26/12/1982,Dundee United
soccer/www.footymania.com/544.html,"Callao, Peru",Peru,Midfielder Right,12/12/1974,West Ham FC
soccer/www.footymania.com/114.html,", Portugal",Portugal,Forward,5/7/1976,Benfica
soccer/www.footymania.com/111.html,"Lisbon, Portugal",Portugal,Left back,12/9/1974,Everton FC
soccer/www.footymania.com/561.html,"Owerri, Nigeria",Nigeria,Striker,1/8/1976,Portsmouth
soccer/www.footymania.com/256.html,", Latvia",Latvia,Defender Right/Left/Center,16/5/1973,
soccer/www.footymania.com/178.html,", Germany",Germany,Goalkeeper,15/6/1969,Bayern Munich
soccer/www.footymania.com/203.html,", Sweden",Sweden,Central defender,3/9/1977,Aston Villa
soccer/www.footymania.com/701.html,", Morocco",Morocco,Goalkeeper,0/0/2000,
soccer/www.footymania.com/913.html,"Rotterdam, Netherlands",Netherlands,Attacking Midfielder/Striker,24/8/1979,Twente Enschede
soccer/www.footymania.com/915.html,", Spain",Spain,Defender,11/5/1980,Betis Sevilla
soccer/www.footymania.com/461.html,", Croatia",Austria,Manager,19/6/1932,
soccer/www.footymania.com/847.html,"Craiova, Romania",Romania,"Midfield Center, Midfield Right",5/12/1972,Helmond Sport
soccer/www.footymania.com/659.html,"Glasgow, Ireland",Ireland,Striker,14/7/1966,
soccer/www.footymania.com/293.html,"Calgary, Canada",England,Midfield,20/1/1981,Manchester United
soccer/www.footymania.com/2324.html,"Vimercate, Italy",Italy,Goalkeeper,5/3/1984,US Città di Palermo
soccer/www.footymania.com/1401.html,"Aosta, Italy",Italy,Midfield,17/9/1986,Juventus
soccer/www.footymania.com/1239.html,"Milan, Italy",Italy,Defender Left,26/6/1968,AC Milan
soccer/www.footymania.com/1277.html,"Varese, Italy",Italy,Defender Left,12/8/1972,Rangers
soccer/www.footymania.com/5202.html,", Afghanistan",Afghanistan,Striker,0/0/0000,Twente Enschede
soccer/www.footymania.com/367.html,", Switzerland",Switzerland,Defender Right/Center,17/12/1976,Lyon
soccer/www.footymania.com/3980.html,", Switzerland",Switzerland,Defender,17/12/1976,Lyon
soccer/www.footymania.com/304.html,"Dakar, Senegal",France,Midfield,26/6/1976,Juventus
soccer/www.footymania.com/760.html,", Ghana",Ghana,Defender,0/0/2000,
soccer/www.footymania.com/38.html,"Amsterdam, Netherlands",Netherlands,Striker Center,1/7/1976,Lille
soccer/www.footymania.com/1583.html,"Prague, Czech republic",Czech republic,Midfield Attack,10/11/1973,Aston Villa
soccer/www.footymania.com/124.html,", Netherlands",Netherlands,Central midfielder,26/3/1970,Heerenveen
soccer/www.footymania.com/172.html,", 0",0,"Right midfielder, Attacking midfielder",26/7/1979,
soccer/www.footymania.com/613.html,"Glasgow, Scotland",Scotland,Goalkeeper,16/8/1979,Dunfermline Athletic
soccer/www.footymania.com/4326.html,"Brighton, England",England,Midfield,20/101/0000,Sheffield United
soccer/www.footymania.com/1420.html,"Manchester, England",England,Defender,26/8/1981,
soccer/www.footymania.com/1837.html,"Whisaw, Scotland",Scotland,Defender Center,21/7/1985,Motherwell
soccer/www.footymania.com/53.html,", 0",England,Goalkeeper,15/10/1979,Tottenham Hotspur
soccer/www.footymania.com/55.html,"Salford, England",England,"Central midfielder, Attacking midfielder",16/11/1974,Manchester United
soccer/www.footymania.com/893.html,"Burnham, England",England,"Midfield Attack, Forward",4/9/1973,Rotherham United
soccer/www.footymania.com/818.html,"Edinburgh, Scotland",Scotland,Midfield,28/8/1974,
soccer/www.footymania.com/698.html,"Epsom, England",England,Goalkeeper,17/12/1979,Southampton FC
soccer/www.footymania.com/3574.html,"Kronenberg, Netherlands",Netherlands,Back Right,1/9/1983,Vitesse Arnhem
soccer/www.footymania.com/506.html,"Heywood, England",England,Goalkeeper,22/1/1973,Sheffield United
soccer/www.footymania.com/5837.html,", 0",0,,0/0/0000,Heerenveen
soccer/www.footymania.com/966.html,"Heredia, Costa rica",Costa rica,Striker,31/7/1976,
soccer/www.footymania.com/116.html,", Portugal",Portugal,Central midfielder,1/12/1974,FC Dinamo Moskva
soccer/www.footymania.com/112.html,"Cascais, Portugal",Portugal,Right back,18/1/1979,Chelsea FC
soccer/www.footymania.com/432.html,", Czech republic",Czech republic,Left-back,18/1/1976,FC Zenit St. Peterburg
soccer/www.footymania.com/448.html,", Czech republic",Czech republic,"Left midfielder, Attacking midfielder",30/8/1972,Juventus
soccer/www.footymania.com/121.html,"Punta de Algada, Portugal",Portugal,Forward,28/4/1973,Paris Saint Germain
soccer/www.footymania.com/503.html,"Guimarães, Portugal",Portugal,Midfielder,26/2/1979,Portsmouth
soccer/www.footymania.com/5704.html,", 0",0,,0/0/0000,West Bromwich Albion
soccer/www.footymania.com/575.html,"Copenhagen, Denmark",Denmark,Midfield Center,6/2/1970,
soccer/www.footymania.com/149.html,"Southport, England",England,central defender,3/1/1982,Blackpool
soccer/www.footymania.com/500.html,"Macclesfield, England",England,Striker,30/1/1981,Liverpool FC
soccer/www.footymania.com/347.html,", Denmark",Denmark,Forward,29/1/1980,Rangers
soccer/www.footymania.com/429.html,", Czech republic",Czech republic,Goalkeeper,20/5/1982,Chelsea FC
soccer/www.footymania.com/669.html,"Lahti, Finland",Finland,Defender Center,24/9/1980,Werder Bremen
soccer/www.footymania.com/371.html,", Sweden",Sweden,Defender Center,14/12/1976,Rennes
soccer/www.footymania.com/691.html,", Scotland",Scotland,Forward,0/0/2000,
soccer/www.footymania.com/1631.html,"London, England",England,Defender,18/11/1986,Southampton FC
soccer/www.footymania.com/50.html,"Bury, England",England,Defender Right/Left Defensive Midfielder,21/1/1977,Everton FC
soccer/www.footymania.com/182.html,", Germany",Germany,"Right back, Left back",11/11/1983,Bayern Munich
soccer/www.footymania.com/125.html,"Eindhoven, Netherlands",Netherlands,"Left back, Central midfielder, Left midfielder",29/10/1970,Yeovil Town
soccer/www.footymania.com/521.html,"Geneva, Switzerland",Switzerland,Defender Center,14/2/1985,Arsenal FC
soccer/www.footymania.com/2084.html,"Douala, Cameroon",Cameroon,Midfield,26/3/1979,Inter Milan
soccer/www.footymania.com/2779.html,"Bafoussam, Cameroon",Cameroon,Forward,20/1/1982,Osasuna
soccer/www.footymania.com/460.html,", Bulgaria",Bulgaria,Manager,9/11/1957,
soccer/www.footymania.com/375.html,", Sweden",Sweden,Attacking Midfielder Center,4/6/1980,Strasbourg
soccer/www.footymania.com/231.html,", Bulgaria",Bulgaria,Central defender,14/3/1973,
soccer/www.footymania.com/524.html,"Amsterdam, Netherlands",Netherlands,Forward,15/4/1986,Celta Vigo
soccer/www.footymania.com/1532.html,"Cape Town, South africa",South africa,"Midfield Left, Wing Left",21/5/1977,Bolton Wanderers
soccer/www.footymania.com/87.html,"Valencia, Spain",Spain,Defender Left/Center,14/4/1981,Real Madrid
soccer/www.footymania.com/5850.html,", 0",0,,0/0/0000,
soccer/www.footymania.com/141.html,"Heemskerk, Netherlands",Netherlands,Attacking midfielder Left/Center,11/2/1983,Hamburg SV
soccer/www.footymania.com/3046.html,"Tegucigalpa, Honduras",Honduras,Midfield Center,14/11/1985,Club Deportivo Chivas
soccer/www.footymania.com/238.html,"Waalwijk, Netherlands",Netherlands,Defender Left,16/0/2000,Sparta
soccer/www.footymania.com/361.html,", Switzerland",Switzerland,Central midfielder,26/4/1977,Hamburg SV
soccer/www.footymania.com/750.html,"Massarelos, Portugal",Portugal,"Midfielder Defensive, Midfield, Midfield Center, M",17/3/1983,Boavista
soccer/www.footymania.com/4124.html,"Prospect, United states",United states,Goalkeeper,2/10/1984,FC Dallas
soccer/www.footymania.com/5024.html,"Rotterdam, Netherlands",Netherlands,Goalkeeper,28/7/1983,Vitesse Arnhem
soccer/www.footymania.com/770.html,", Ghana",Ghana,Midfielder,0/0/2000,Empoli
soccer/www.footymania.com/776.html,", Ghana",Ghana,Striker,0/0/2000,FC København
soccer/www.footymania.com/703.html,", Morocco",Morocco,Defender,0/0/2000,
soccer/www.footymania.com/5105.html,"Apeldoorn, Netherlands",Netherlands,Midfield,6/7/1979,Heracles Almelo
soccer/www.footymania.com/1001.html,"Gland, Switzerland",Switzerland,"Back Left, Midfield Left",16/1/1986,Tottenham Hotspur
soccer/www.footymania.com/5950.html,", 0",0,,0/0/0000,Bradford City
soccer/www.footymania.com/123.html,", Portugal",Portugal,Right back,4/1/1980,Benfica
soccer/www.footymania.com/360.html,", Switzerland",Switzerland,"Right midfielder, Attacking midfielder",17/1/1979,Grasshopper-Club
soccer/www.footymania.com/113.html,"Amarante, Portugal",Portugal,Central defender,18/5/1978,Chelsea FC
soccer/www.footymania.com/723.html,", Portugal",Portugal,Defender,16/5/1981,FC Porto
soccer/www.footymania.com/2760.html,"Pamplona, Spain",Spain,Goalkeeper,8/4/1976,Osasuna
soccer/www.footymania.com/4946.html,", England",England,Midfielder,30/3/1978,Inverness CT
soccer/www.footymania.com/1801.html,"Prince George, Canada",Canada,Back Left,18/5/1977,Inverness CT
soccer/www.footymania.com/1582.html,"Glasgow, Scotland",Scotland,"Midfield Defensive, Midfield Left",25/7/1979,Portsmouth
soccer/www.footymania.com/5942.html,", 0",0,,0/0/0000,Huddersfield
soccer/www.footymania.com/17.html,"Ipswich, England",England,Goalkeeper,5/11/1977,Everton FC
soccer/www.footymania.com/1881.html,"Accrington, England",England,Midfield,2/2/1985,Southampton FC
soccer/www.footymania.com/1524.html,"Dublin, Ireland",Ireland,Defender Center,21/11/1979,Manchester City
soccer/www.footymania.com/435.html,"Peckham, England",England,Defender Center,7/11/1978,Manchester United
soccer/www.footymania.com/880.html,", England",England,Defender Center,0/0/2000,Stockport County
soccer/www.footymania.com/985.html,", Zambia",Wales,Forward,6/4/1981,Derby County
soccer/www.footymania.com/40.html,"Berlin, Germany",Germany,Defender Center,18/8/1984,Middlesbrough FC
soccer/www.footymania.com/1352.html,"Sutton-in-Ashfield, England",England,"Back Left, Back Right",5/8/1977,Sheffield United
soccer/www.footymania.com/305.html,"Reims, France",France,Midfield,29/10/1973,
soccer/www.footymania.com/1539.html,"Gosforth, England",England,Back Left,25/12/1973,Newcastle United
soccer/www.footymania.com/679.html,"Kendal, England",Wales,Defender Left,1/7/1973,Preston North End
soccer/www.footymania.com/146.html,"Caldogno, Italy",Italy,Attacking Midfielder/Forward Center,18/2/1967,Brescia
soccer/www.footymania.com/2128.html,"Manerbio, Italy",Italy,Midfield,11/12/1977,Udinese
soccer/www.footymania.com/983.html,"Montegnee, Belgium",Belgium,Midfielder,21/7/1973,Nice
soccer/www.footymania.com/5336.html,"Panama City, Panama",Panama,Forward,15/7/1977,Colorado Rapids
soccer/www.footymania.com/246.html,"Rotterdam, Netherlands",Netherlands,Attacking Midfielder Left/Center,6/8/1983,Arsenal FC
soccer/www.footymania.com/2866.html,"Marcos Paz, Argentina",Argentina,Defender,20/7/1975,AEK Athens FC
soccer/www.footymania.com/619.html,"Ribeiro Preto, Brazil",Brazil,Defender Center,0/0/2000,Udinese
soccer/www.footymania.com/1975.html,", Brazil",Brazil,Midfielder,6/3/1980,AS Roma
soccer/www.footymania.com/3453.html,", Netherlands",Netherlands,Defender,23/11/1986,FC Groningen
soccer/www.footymania.com/2262.html,"Maribor, Slovenia",Slovenia,Midfield,3/3/1987,FC Messina Peloro
soccer/www.footymania.com/391.html,", Russian federation",Russian federation,"Right midfielder, Attacking midfielder",17/9/1977,PFC CSKA Moskva
soccer/www.footymania.com/954.html,"Douai, France",France,Midfielder,8/8/1977,Sochaux
soccer/www.footymania.com/991.html,"Lyon, France",France,Defender Center,12/11/1982,Sedan
soccer/www.footymania.com/442.html,", Czech republic",Czech republic,Defender Left/Center,7/5/1977,TSV 1860 Munich
soccer/www.footymania.com/1.html,"Zaandam, Netherlands",Netherlands,Defender (ret) Manager,21/3/1963,Benfica
soccer/www.footymania.com/1663.html,"Manchester, England",England,Defender Center,10/9/1977,Huddersfield
soccer/www.footymania.com/145.html,"Hoorn, Netherlands",Netherlands,Midfielder Right/Center,15/5/1970,
soccer/www.footymania.com/21.html,"Porto Alegre, Brazil",Brazil,Attacking Midfielder,21/3/1980,Barcelona
soccer/www.footymania.com/3917.html,", Paraguay",Paraguay,Forward,16/8/1981,Blackburn Rovers
soccer/www.footymania.com/499.html,"Santa Rita Do Supucai, Brazil",Brazil,Defender Center,30/8/1976,Bayer Leverkusen
soccer/www.footymania.com/1701.html,"Dundee, Scotland",Scotland,Midfield,23/5/1985,Celtic
soccer/www.footymania.com/252.html,"Cork, Ireland",Ireland,Central Midfield,10/8/1971,Celtic
soccer/www.footymania.com/86.html,", Spain",Spain,Central midfielder,11/7/1975,Valencia
soccer/www.footymania.com/662.html,"Santiago de Compostela, Spain",Spain,Defender Center,29/1/1982,Real Madrid
soccer/www.footymania.com/464.html,", Germany",Germany,Manager,0/0/2000,
soccer/www.footymania.com/107.html,", Portugal",Portugal,Left back,27/3/1973,Sporting C.P.
soccer/www.footymania.com/142.html,"Oss, Netherlands",Netherlands,Forward,1/7/1976,Real Madrid
soccer/www.footymania.com/533.html,"Leicester, England",England,Midfielder Right,11/10/1983,Northampton Town
soccer/www.footymania.com/1354.html,"Christchurch, New zealand",New zealand,"Defender, Midfield",18/10/1977,Blackburn Rovers
soccer/www.footymania.com/520.html,"Islington, England",England,Midfielder,10/11/1986,Arsenal FC
soccer/www.footymania.com/663.html,"Bradford, England",England,Forward,26/12/1980,
soccer/www.footymania.com/250.html,"Cardiff, Wales",Wales,Left Winger,29/11/1973,Manchester United
soccer/www.footymania.com/441.html,", Italy",Italy,Goalkeeper,18/7/1963,
soccer/www.footymania.com/702.html,", Morocco",Morocco,Defender,0/0/2000,
