url,STRING : nationality,STRING : birthplace,DATE : birthdate,SPACE : height,MASS : weight,STRING : national_team,STRING : position
soccer/www.123football.com/marco-materazzi.html,Italian,Lecce (Italy),19/08/1973,193 cm,82 kg,Italy,Defender
soccer/www.123football.com/nicolas-burdisso.html,Argentinian,"Altos de Chipion, Argentina",12/04/1981,183 cm,83 kg,,"Right Back, Central Defender"
soccer/www.123football.com/jose-saturnino-cardozo.html,Paraguayan,"Nueva Italia, Paraguay",19/03/1971,183 cm,83 kg,Paraguay,Forward
soccer/www.123football.com/ronaldo.html,Brazilian,Rio de Janeiro,22/09/1976,183 cm,83 kg,Brazil,Foward
soccer/www.123football.com/fernando-couto.html,Portuguese,"Espinho, Portugal",02/08/1969,184 cm,83 kg,Portugal,Defender
soccer/www.123football.com/jan-kromkamp.html,Dutch,"Makkinga, Holland",17/08/1980,184 cm,83 kg,Holland,Defender
soccer/www.123football.com/daniele-de-rossi.html,Italian,"Roma, Italy",7/24/1983,184 Kg,83 kg,,Midfielder
soccer/www.123football.com/aljosa-asanovic.html,Croatian,"Split, Croatia",14/12/1965,185 cm,83 kg,Croatia,Left Wing
soccer/www.123football.com/martin-petrov.html,Bulgarian,"Vratza, Bulgaria",15/01/1979,185 cm,83 kg,Bulgaria,Midfielder
soccer/www.123football.com/nestor-fabbri.html,Argentinian,"Buenos Aires, Argentina",29/04/1968,185 cm,83 kg,Argentina,Central Defender
soccer/www.123football.com/marco-delvecchio.html,Italian,"Milano, Italy",07/04/1973,186 cm,83 kg,Italy,"Left Wing, Forward"
soccer/www.123football.com/mario-yepes.html,Colombian,"Cali, Colombia",13/01/1976,186 cm,83 kg,Colombia,Central Defender
soccer/www.123football.com/arjen-robben.html,Dutch,"Bedum, Holland",23/01/1984,186 cm,83 kg,"Holland- A, U21",Left Wing
soccer/www.123football.com/roberto-bonano.html,Argentinian,"Rosario, Argentina",24/01/1970,186 cm,83 kg,Argentina,Goalkeeper
soccer/www.123football.com/david-ginola.html,French,"Gassin, France",25/01/1967,186 cm,83 kg,France,"Left Midfielder, Left Wing"
soccer/www.123football.com/dino-baggio.html,Italian,"Camposampiero, Italy",24/07/1971,188 cm,83 kg,Italy,Midfielder
soccer/www.123football.com/thierry-henry.html,French,"Les Ulis, France","August 17, 1977",188 cm,83 kg,,Striker
soccer/www.123football.com/mido.html,Egyptian,"Cairo, Egypt","February 23, 1983",190 cm,83 kg,Egypt,Striker
soccer/www.123football.com/oliver-bierhoff.html,German,"Karlsruhe, Germany",01/03/1968,191 cm,83 kg,Germany,Forward
soccer/www.123football.com/sebastian-abreu.html,Uruguayan,"Minas, Uruguay",17/10/1976,193 cm,83 kg,,Forward
soccer/www.123football.com/vicente-engonga.html,Spanish,"Barcelona, Spain",20/10/1965,181 cm,84 kg,Spain,Midfielder
soccer/www.123football.com/oswaldo-sanchez.html,Mexican,"Guadalajara, Jalisco (Mexico)",02/05/1975,184 cm,84 Kg,Mexico,Goalkeeper
soccer/www.123football.com/martin-dahlin.html,Swedish,"Lund, Sweden",16/04/1968,186 cm,84 kg,Sweden,Striker
soccer/www.123football.com/franco-costanzo.html,Argentinian,"Rio Cuarto, Argentina",05/09/1980,187 cm,84 kg,,Goalkeeper
soccer/www.123football.com/fabrizio-ravanelli.html,Italian,"Perugia, Italy",11/12/1968,188 cm,84 kg,Italy,Forward
soccer/www.123football.com/zlatan-ibrahimovic.html,Swedish and Bosnian,"Malmö, Sweden",03/10/1981,192 cm,84 kg,Sweden,Striker
soccer/www.123football.com/mauricio-pellegrino.html,Argentinian,"Cordoba, Argentina",05/10/1971,193 cm,84 kg,Argentina,Defender
soccer/www.123football.com/christoph-metzelder.html,German,"Haltern, Germany",05.11.1980,194 cm,84 kg,Germany,Defender
soccer/www.123football.com/edwin-van-der-sar.html,Dutch,"Voorhout, Holland",29/10/1970,197 cm,84 kg,Holland,Goalkeeper
soccer/www.123football.com/gerald-asamoah.html,,"Mampong, Ghana",03/10/1978,180 cm,85 kg,,Forward
soccer/www.123football.com/les-ferdinand.html,English,"Paddington, England",18/12/1966,180 cm,85 kg,England,Striker
soccer/www.123football.com/andreas-herzog.html,Austrian,"Wien, Austria","September 10, 1968",184 cm,85 kg,,"Central Midfielder, Left Midfielder"
soccer/www.123football.com/frank-rijkaard.html,Dutch,"Amsterdam, Holland",30/09/1962,187 cm,85 kg,Holland,"Central Defender, Defensive Midfielder"
soccer/www.123football.com/mark-van-bommel.html,Dutch,"Maasbracht, Netherlands",April 22 1977,187 cm,85 kg,Holland,Midfielder
soccer/www.123football.com/sebastien-frey.html,French,,18/03/1980,188 cm,85 kg,,Goalkeeper
soccer/www.123football.com/fabian-carini.html,Uruguayan,"Montevideo, Uruguay",26/12/1979,189 cm,85 kg,Uruguay,Goalkeeper
soccer/www.123football.com/martin-laursen.html,Danish,"Farvoug, Denmark","July 26, 1977",189 cm,85 kg,Denmark,Defender
soccer/www.123football.com/ruud-hesp.html,Dutch,"Bussum, Holland","October 31, 1965",191 cm,85 kg,,Goalkeeper
soccer/www.123football.com/dida.html,Brazilian,"Irara, Brazil",07/10/1973,195 cm,85 kg,Brazil,Goalkeeper
soccer/www.123football.com/sami-hyypia.html,Finnish,"Porvoo, Finland","October 7, 1973",196 cm,85 kg,,Central Defender
soccer/www.123football.com/bruno-n-gotty.html,French,"Lyon, France",10/6/1971,185 cm,86 kg,France,Defender Center
soccer/www.123football.com/mark-viduka.html,Australian,"Melbourne, Australia",09/01/1975,188 cm,86 kg,Australia,Forward
soccer/www.123football.com/dado-prso.html,Croatian,"Zadar, Croatia",5/11/1974,190 cm,86 kg,Croatia,Forward
soccer/www.123football.com/stan-collymore.html,English,"Cannock, England",22/01/1971,191 cm,86 kg,England,Forward
soccer/www.123football.com/laurent-blanc.html,French,"Alès, France",19/11/1965,192 cm,86 kg,France,"Sweeper, Central Defender"
soccer/www.123football.com/tore-andre-flo.html,Norwegian,"Stryn, Norway",15/06/1973,193 cm,86 kg,Norway,Striker
soccer/www.123football.com/lorenzo-amoruso.html,Italian,"Bari, Italy",28/06/1971,179 cm,87 kg,,Central Defender
soccer/www.123football.com/ruben-capria.html,Argentinian,General Belgrano (Buenos Aires)Argentina,06/01/1970,181 cm,87 kg,,Midfielder
soccer/www.123football.com/taribo-west.html,Nigerian,"Lagos, Nigeria",26/03/1974,186 cm,87 kg,Nigeria,Central Defender
soccer/www.123football.com/oliver-kahn.html,German,"Karlsruhe, Germany",02/05/1975,188 cm,87 kg,Germany,Goalkeeper
soccer/www.123football.com/jens-lehmann.html,German,Essen (Germany),10/11/1969,190 cm,87 kg,Germany,Goalkeeper
soccer/www.123football.com/petr-cech.html,Czech,"Plzen, Czech Republic",20/05/1982,197 cm,87 kg,Czech Republic,Goalkeeper
soccer/www.123football.com/angelo-peruzzi.html,Italian,"Viterbo, Italy",16/02/1970,181 cm,88 kg,Italy,Goalkeeper
soccer/www.123football.com/mikael-forssell.html,Finnish,"Steinfurt, Germany",15/03/1981,184 cm,88 kg,"Finland- A, U21, U19, U18, U17, U16",Striker
soccer/www.123football.com/brian-ching.html,American,"Haleiwa, HI, United States","24 May, 1978",185 cm,88 kg,USA,Forward
soccer/www.123football.com/jorge-bermudez.html,Colombian,,18/06/1971,187 cm,88 kg,,Central Defender
soccer/www.123football.com/diego-lugano.html,Uruguayan,"Canelones , Uruguay",1980-11-02,188 cm,88 kg,Uruguay,Defense
soccer/www.123football.com/sol-campbell.html,English,"Newham, England",18/09/1974,189 cm,88 kg,England,Central Defender
soccer/www.123football.com/sander-westerveld.html,Dutch,"Enschede, Holland",23/10/1974,190 cm,88 kg,Holland,Goalkeeper
soccer/www.123football.com/emile-heskey.html,English,"Leicester, England","January 11, 1978",190 cm,88 kg,,"Left Midfielder, Striker"
soccer/www.123football.com/igor-tudor.html,Croatian,"Spalato, Croatia",16/04/1978,192 cm,88 kg,Croatia,Defender
soccer/www.123football.com/esteban-fuertes.html,Argentinian,"Coronel Dorrego, Argentina",26/12/1972,182 cm,89 kg,,Forward
soccer/www.123football.com/luis-islas.html,Argentinian,"Capital Federal, Argentina",22/12/1965,192 cm,89 kg,,Goalkeeper
soccer/www.123football.com/eduardo-hurtado.html,Ecuadorean,"Esmeralda, Ecuador","January 12, 1969",190 cm,90 kg,,"Forward, Striker"
soccer/www.123football.com/paul-robinson.html,English,"Beverley, England",02/05/1975,193 cm,90 kg,England,Goalkeeper
soccer/www.123football.com/francesco-toldo.html,Italian,"Padoue, Italy",02/05/1975,196 cm,90 kg,Italy,Goalkeeper
soccer/www.123football.com/nigel-martyn.html,English,"Saint-Austell, England",11/08/1966,187 cm,91 kg,England,Goalkeeper
soccer/www.123football.com/tim-flowers.html,English,"Kenilworth, England",03/02/1967,188 cm,91 kg,England,Goalkeeper
soccer/www.123football.com/brad-friedel.html,American,"Lakewood, Ohio, United States",18/05/1971,190 cm,92 kg,United States,Goalkeeper
soccer/www.123football.com/tim-borowski.html,German,"Neubrandenburg, Germany",02/05/1980,184 cm,94 kg,Germany,Midfielder
soccer/www.123football.com/john-carew.html,Norwegian,"Lørenskog, Norway",05/09/1979,195 cm,94 kg,"Norway- A, U21, U18, U17, U16",Forward
soccer/www.123football.com/josh-wolff.html,American,,"February 15, 1977",173 cm,,USA,Forward
soccer/www.123football.com/jose-luis-chilavert.html,Paraguayan,"Luque, Paraguay",27/07/1965,189 cm,,Paraguay,Goalkeeper
soccer/www.123football.com/benoit-cauet.html,French,"Châtellerault, France",02/05/1969,,,,Midfielder
soccer/www.123football.com/albert-ferrer.html,Spanish,"Barcelona, Spain",06/06/1970,,,Spain,Right Back
soccer/www.123football.com/blas-giunta.html,Argentinian,"Buenos Aires, Argentina",06/09/1963,,,Argentina,Midfielder
soccer/www.123football.com/ali-benarbia.html,Algerian,"Oran, Algeria",08/10/1968,,,"Algeria- A,",Central Midfielder
soccer/www.123football.com/roberto-donadoni.html,Italian,"Cisano Bergamasco, Bergamo, Italy",09/09/1963,,,Italy,"Right Midfielder, Central Midfielder"
soccer/www.123football.com/jorge-burruchaga.html,Argentinian,"Gualeguay, Argentina",09/10/1962,,,Argentina,Attacking Midfielder
soccer/www.123football.com/zetti.html,Brazilian,"Porto Feliz-SP, Brazil",10/01/1965,,,Brazil,Goalkeeper
soccer/www.123football.com/franz-beckenbauer.html,German,"München, Germany",11/09/1945,,,Germany,"Sweeper, Defensive Midfielder"
soccer/www.123football.com/nestor-gorosito.html,Argentinian,"San Fernando, Argentina",14/05/1964,,,Argentina,Attacking Midfielder
soccer/www.123football.com/carlos-roa.html,Argentinian,"Santa Fé, Argentina",15/08/1969,,,Argentina,Goalkeeper
soccer/www.123football.com/antonio-rattin.html,Argentinian,"Campana/Buenos Aires, Argentina",16/05/1937,,,Argentina,
soccer/www.123football.com/juan-ramon-carrasco.html,Uruguayan,"Sarandi del Yi, Uruguay",16/09/1956,,,Uruguay,Forward
soccer/www.123football.com/hector-cuper.html,Argentinian,"Chabas, Argentina",16/11/1955,,,Argentina,Defender
soccer/www.123football.com/sergio-goycoechea.html,Argentinian,"Buenos Aires, Argentina",17/10/1963,,,Argentina,Goalkeeper
soccer/www.123football.com/bobby-robson.html,English,"Sacriston, England",18/02/1933,,,"England- A, U23","Midfielder, Forward"
soccer/www.123football.com/richard-witschge.html,Dutch,"Amsterdam, Holland",20/09/1969,,,Holland,Left Midfielder
soccer/www.123football.com/quinton-fortune.html,South African,"Cape Town, South Africa",21/05/1977,,,South Africa,"Left Midfielder, Left Wing"
soccer/www.123football.com/haim-revivo.html,Israeli,"Ashdod, Israel",22/02/1972,,,"Israel- A, U17","Right Midfielder, Attacking Midfielder"
soccer/www.123football.com/winston-bogarde.html,Dutch,"Rotterdam, Holland",22/10/1970,,,Holland,"Left Back, Right Back, Central Defender"
soccer/www.123football.com/michel.html,Spanish,,23/03/1963,,,Spain,Midfielder
soccer/www.123football.com/paolo-rossi.html,Italian,"Prato, Italy",23/09/1956,,,Italy,Striker
soccer/www.123football.com/americo-gallego.html,Argentinian,"Morteros, Argentina",25/04/1955,,,Argentina,Midfielder
soccer/www.123football.com/tijani-babangida.html,Nigerian,"Kaduna, Nigeria",25/09/1973,,,"Nigeria- A,",Right Wing
soccer/www.123football.com/ze-elias.html,Brazilian,,25/09/1976,,,,Midfielder
soccer/www.123football.com/walter-zenga.html,Italian,"Milan, Italy",28/04/1960,,,Italy,Goalkeeper
soccer/www.123football.com/garrincha.html,Brazilian,"Pau Grande-SP, Brazil",28/10/1933,,,Brazil,Right Wing
soccer/www.123football.com/jean-marc-bosman.html,Belgian,,30/10/1964,,,,Midfielder
soccer/www.123football.com/alex-ferguson.html,Scottish,"Govan, Scotland",31/12/1941,,,,
