url,STRING : club,STRING : position,STRING : national_team,SPACE : height,MASS : weight,DATE : birthdate
soccer/uk.eurosport.yahoo.com/radek-sirl.html,Zénith St-Petersbourg,Midfielders,Czech Republic,1.81m.,73.00kg.,30/03/1981 in
soccer/uk.eurosport.yahoo.com/rafael-marquez.html,(FC) Barcelone,Defender,Mexico,1.82m.,75.00kg.,13/02/1979 in Zamora
soccer/uk.eurosport.yahoo.com/rafael-vandervaart.html,Real Madrid,Midfielders,Netherlands,1.75m.,70.00kg.,11/02/1983 in
soccer/uk.eurosport.yahoo.com/raul-albiol.html,Valence CF,Defender,Spain,1.87m.,74.00kg.,04/09/1985 in
soccer/uk.eurosport.yahoo.com/raul-meireles.html,FC Porto,Midfielder,Portugal,1.79m.,65.00kg.,17/03/1983 in
soccer/uk.eurosport.yahoo.com/raymond-domenech.html,,Defender,France,,,20/01/1952 in à Lyon.
soccer/uk.eurosport.yahoo.com/renato.html,Bayer Leverkusen,Midfielders,Brazil,1.85m.,80.00kg.,08/02/1988 in
soccer/uk.eurosport.yahoo.com/ricardo-gardner.html,Bolton,Midfielders,Jamaica,1.75m.,70.00kg.,25/09/1978 in St Andrews (
soccer/uk.eurosport.yahoo.com/ricardo-quaresma.html,Inter Milan,Midfielders,Portugal,1.73m.,74.00kg.,26/09/1983 in Lisbon
soccer/uk.eurosport.yahoo.com/ricardocarvalho.html,,Defender,Portugal,1.84m.,79.00kg.,18/05/1978 in Amarante
soccer/uk.eurosport.yahoo.com/riccardo-montolivo.html,Fiorentina,Midfielders,Italy,1.81m.,65.00kg.,18/01/1985 in Caravaggio
soccer/uk.eurosport.yahoo.com/richard-dunne.html,,Defender,Ireland,1.87m.,95.00kg.,21/09/1979 in Dublin
soccer/uk.eurosport.yahoo.com/richard-kingston.html,,Goalkeeper,Ghana,1.85m.,84.00kg.,13/06/1978 in
soccer/uk.eurosport.yahoo.com/rigobert-song.html,Trabzonspor,Defender,Cameroon,1.83m.,76.00kg.,01/07/1976 in Nkanglicock
soccer/uk.eurosport.yahoo.com/rio-ferdinand.html,,Defender,,1.89m.,82.00kg.,08/11/1978 in Peckham
soccer/uk.eurosport.yahoo.com/rob-hulse.html,Sheff Utd,Forward,,1.85m.,78.00kg.,25/10/1979 in
soccer/uk.eurosport.yahoo.com/robbie-fowler.html,,Striker,,1.80m.,72.00kg.,09/04/1975 in Toxteth
soccer/uk.eurosport.yahoo.com/robbie-keane.html,FC,Striker,Ireland,1.76m.,73.00kg.,08/07/1980 in Dublin
soccer/uk.eurosport.yahoo.com/robert-earnshaw.html,,Striker,Wales,1.73m.,68.00kg.,06/04/1981 in
soccer/uk.eurosport.yahoo.com/robert-green.html,West Ham Utd,Goalkeeper,,1.91m.,93.00kg.,18/01/1980 in Chertsey
soccer/uk.eurosport.yahoo.com/robert-huth.html,,Defender,Germany,1.87m.,82.00kg.,18/08/1984 in
soccer/uk.eurosport.yahoo.com/robert-kovac.html,Borussia Dortmund,Defender,Croatia,1.82m.,78.00kg.,06/04/1974 in
soccer/uk.eurosport.yahoo.com/robert-pires.html,Villarreal,Midfielders,France,1.80m.,74.00kg.,29/10/1973 in Reims
soccer/uk.eurosport.yahoo.com/robin-vanpersie.html,,Midfielders,Netherlands,1.83m.,71.00kg.,06/08/1983 in
soccer/uk.eurosport.yahoo.com/robinson-zapata.html,Steaua Bucarest,Goalkeeper,Colombia,1.83m.,75.00kg.,30/09/1978 in
soccer/uk.eurosport.yahoo.com/rodrigo-taddei.html,AS Rome,Midfielders,Brazil,1.76m.,71.00kg.,06/03/1980 in São Paulo
soccer/uk.eurosport.yahoo.com/roger-lemerre.html,,Defender,France,1.81m.,77.00kg.,18/06/1941 in à Briquebec ( Manche ).
soccer/uk.eurosport.yahoo.com/rolando-bianchi.html,Torino,Striker,Italy,1.78m.,67.00kg.,15/02/1983 in Albano San Alessandro
soccer/uk.eurosport.yahoo.com/roman-eremenko.html,Dynamo Kiev,Defender,Finland,1.80m.,67.00kg.,19/03/1987 in Mosca
soccer/uk.eurosport.yahoo.com/roman-pavlyuchenko.html,Tottenham,Striker,Russia,1.88m.,79.00kg.,15/12/1981 in
soccer/uk.eurosport.yahoo.com/ronald-zubar.html,Marseille,Defender,France,1.86m.,80.00kg.,20/09/1985 in Les Abymes ( Guadeloupe )
soccer/uk.eurosport.yahoo.com/ronaldinho.html,Milan AC,Midfielders,Brazil,1.82m.,76.00kg.,21/03/1980 in
soccer/uk.eurosport.yahoo.com/ronaldo.html,,Striker,Brazil,1.83m.,83.00kg.,22/09/1976 in Rio of Janeiro ( BRA )
soccer/uk.eurosport.yahoo.com/roque-santacruz.html,,Striker,Paraguay,1.89m.,80.00kg.,16/08/1981 in Asuncion
soccer/uk.eurosport.yahoo.com/ross-wallace.html,Preston NE,Midfielders,,1.72m.,64.00kg.,23/05/1985 in
soccer/uk.eurosport.yahoo.com/roy-carroll.html,,Goalkeeper,Northern Ireland,1.87m.,74.00kg.,30/09/1977 in
soccer/uk.eurosport.yahoo.com/roy-keane.html,,Midfielders,Ireland,1.80m.,76.00kg.,10/08/1971 in Cork
soccer/uk.eurosport.yahoo.com/rudy-riou.html,Marseille,Goalkeeper,France,1.85m.,78.00kg.,22/01/1980 in Grande-Synthe
soccer/uk.eurosport.yahoo.com/ryan-giggs.html,,Midfielders,Wales,1.80m.,68.00kg.,29/11/1973 in Cardiff
soccer/uk.eurosport.yahoo.com/ryan-nelsen.html,,Defender,New-Zealand,1.85m.,84.00kg.,18/10/1977 in Christchurch
soccer/uk.eurosport.yahoo.com/salomon-kalou.html,,Striker,Ivory Coast,1.75m.,72.00kg.,05/08/1985 in Oumé
soccer/uk.eurosport.yahoo.com/sami-hyypia.html,FC,Defender,Finland,1.92m.,85.00kg.,07/10/1973 in Porvvo
soccer/uk.eurosport.yahoo.com/samir-nasri.html,,Midfielders,France,1.78m.,75.00kg.,26/06/1987 in Marseille
soccer/uk.eurosport.yahoo.com/samuel-etoo.html,(FC) Barcelone,Striker,Cameroon,1.79m.,75.00kg.,10/03/1981 in Nkon
soccer/uk.eurosport.yahoo.com/sanli-tuncay.html,,Striker,Turkey,1.82m.,70.00kg.,16/01/1982 in Sakarya
soccer/uk.eurosport.yahoo.com/santiago-canizares.html,Valence CF,Goalkeeper,Spain,1.81m.,78.00kg.,18/12/1969 in Puertollano ( Ciudad Real )
soccer/uk.eurosport.yahoo.com/scott-carson.html,West Brom,Goalkeeper,,1.90m.,85.00kg.,03/09/1985 in Whitehaven
soccer/uk.eurosport.yahoo.com/scott-chipperfield.html,FC Bâle,Midfielders,Switzerland,1.83m.,80.00kg.,30/12/1975 in Wollongong ( Australia )
soccer/uk.eurosport.yahoo.com/scott-parker.html,West Ham Utd,Midfielders,,1.75m.,69.00kg.,13/10/1980 in Lambeth
soccer/uk.eurosport.yahoo.com/scott-sinclair.html,,Striker,,1.76m.,68.00kg.,25/03/1989 in
soccer/uk.eurosport.yahoo.com/sean-davis.html,,Midfielders,,1.80m.,80.00kg.,20/09/1979 in Clapham
soccer/uk.eurosport.yahoo.com/sebastian-boenisch.html,Werder Brême,Defender,Germany,1.91m.,85.00kg.,01/02/1987 in
soccer/uk.eurosport.yahoo.com/sebastian-larsson.html,,Midfielders,Sweden,1.79m.,71.00kg.,06/06/1985 in
soccer/uk.eurosport.yahoo.com/sergio-aguero.html,Atletico Madrid,Striker,Argentina,1.74m.,74.00kg.,02/06/1988 in Capital Federal
soccer/uk.eurosport.yahoo.com/sergioramos.html,Real Madrid,Defender,Spain,1.83m.,73.00kg.,30/03/1986 in
soccer/uk.eurosport.yahoo.com/seydou-keita.html,(FC) Barcelone,Midfielders,Mali,1.83m.,77.00kg.,16/01/1980 in Bamako
soccer/uk.eurosport.yahoo.com/shabani-nonda.html,Galatasaray,Striker,DR Congo,1.82m.,77.00kg.,06/03/1977 in Bujumbura ( Burundi )
soccer/uk.eurosport.yahoo.com/shaun-maloney.html,Glasgow,Striker,,1.67m.,69.00kg.,24/01/1983 in
soccer/uk.eurosport.yahoo.com/shaun-wrightphillips.html,,Midfielders,,1.68m.,64.00kg.,25/10/1981 in London
soccer/uk.eurosport.yahoo.com/shay-given.html,,Goalkeeper,Ireland,1.87m.,81.00kg.,20/04/1976 in Lifford
soccer/uk.eurosport.yahoo.com/sheyiemmanuel-adebayor.html,,Striker,Togo,1.90m.,75.00kg.,26/02/1984 in Lome
soccer/uk.eurosport.yahoo.com/shola-ameobi.html,,Striker,,1.89m.,76.00kg.,12/10/1981 in Zaria ( Nigeria )
soccer/uk.eurosport.yahoo.com/shunsuke-nakamura.html,Glasgow,Midfielders,Japan,1.78m.,69.00kg.,24/06/1978 in
soccer/uk.eurosport.yahoo.com/sibusiso-zuma.html,Arminia Bielefeld,Striker,South Africa,1.80m.,68.00kg.,23/06/1975 in Mpumalanga
soccer/uk.eurosport.yahoo.com/sidney-govou.html,Lyon,Striker,France,1.75m.,72.00kg.,27/07/1979 in Le Puy-en-Velay
soccer/uk.eurosport.yahoo.com/simone-inzaghi.html,Lazio Rome,Striker,Italy,1.83m.,80.00kg.,05/04/1976 in Piacenza
soccer/uk.eurosport.yahoo.com/simone-loria.html,AS Rome,Defender,Italy,1.87m.,86.00kg.,28/10/1976 in
soccer/uk.eurosport.yahoo.com/simone-perrotta.html,AS Rome,Midfielders,Italy,1.78m.,72.00kg.,17/09/1977 in Ashton (
soccer/uk.eurosport.yahoo.com/sol-campbell.html,,Defender,,1.88m.,91.00kg.,18/09/1974 in Newham
soccer/uk.eurosport.yahoo.com/sonny-anderson.html,,Striker,Brazil,1.81m.,72.00kg.,19/09/1970 in Goiatuba
soccer/uk.eurosport.yahoo.com/souleymane-diawara.html,Bordeaux,Defender,Senegal,1.85m.,74.00kg.,24/12/1978 in Gabou ( Senegal )
soccer/uk.eurosport.yahoo.com/steed-malbranque.html,,Midfielders,France,1.72m.,73.00kg.,06/01/1980 in
soccer/uk.eurosport.yahoo.com/stelios-giannakopoulos.html,,Midfielders,Greece,1.72m.,70.00kg.,12/07/1974 in
soccer/uk.eurosport.yahoo.com/stephen-appiah.html,Fenerbahçe,Midfielders,Ghana,1.78m.,77.00kg.,24/12/1980 in Accra
soccer/uk.eurosport.yahoo.com/stephen-bywater.html,,Goalkeeper,,1.88m.,81.00kg.,07/06/1981 in Manchester
soccer/uk.eurosport.yahoo.com/stephen-ireland.html,,Striker,Ireland,1.72m.,66.00kg.,22/08/1986 in Cork
soccer/uk.eurosport.yahoo.com/stephen-pearson.html,,Midfielders,,1.85m.,72.00kg.,02/10/1982 in Lanark
soccer/uk.eurosport.yahoo.com/stephen-warnock.html,,Defender,,1.80m.,75.00kg.,12/12/1981 in Ormskirk
soccer/uk.eurosport.yahoo.com/steve-finnan.html,Espanyol Barcelone,Defender,Ireland,1.75m.,67.00kg.,24/04/1976 in Limerick
soccer/uk.eurosport.yahoo.com/steve-harper.html,,Goalkeeper,,1.88m.,83.00kg.,14/03/1975 in Easington
soccer/uk.eurosport.yahoo.com/steve-mandanda.html,Marseille,Goalkeeper,France,1.85m.,82.00kg.,28/03/1985 in Kinshasa
soccer/uk.eurosport.yahoo.com/steve-sidwell.html,,Midfielders,,1.77m.,69.00kg.,14/12/1982 in
soccer/uk.eurosport.yahoo.com/steven-davis.html,,Midfielders,Northern Ireland,1.70m.,60.00kg.,01/01/1985 in Ballymena
soccer/uk.eurosport.yahoo.com/steven-gerrard.html,FC,Midfielders,,1.88m.,82.00kg.,30/05/1980 in Whiston
soccer/uk.eurosport.yahoo.com/steven-pienaar.html,,Striker,South Africa,1.76m.,66.00kg.,17/03/1982 in Westbury
soccer/uk.eurosport.yahoo.com/steven-taylor.html,,Defender,,1.88m.,81.00kg.,23/01/1986 in Greenwich
soccer/uk.eurosport.yahoo.com/stewart-downing.html,,Midfielders,,1.82m.,69.00kg.,22/07/1984 in Moddlesbrough
soccer/uk.eurosport.yahoo.com/stilian-petrov.html,,Midfielders,Bulgaria,1.80m.,77.00kg.,05/07/1979 in
soccer/uk.eurosport.yahoo.com/stipe-pletikosa.html,Spartak Moscou,Goalkeeper,Croatia,1.93m.,83.00kg.,08/01/1979 in
soccer/uk.eurosport.yahoo.com/stuart-parnaby.html,,Midfielders,,1.79m.,70.00kg.,19/07/1982 in Durham
soccer/uk.eurosport.yahoo.com/sulleyali-muntari.html,Inter Milan,Midfielders,Ghana,1.79m.,76.00kg.,27/08/1984 in
soccer/uk.eurosport.yahoo.com/sylvain-distin.html,,Defender,France,1.91m.,88.00kg.,16/12/1977 in Bagnolet
soccer/uk.eurosport.yahoo.com/sbastien-puygrenier.html,Zénith St-Petersbourg,Defender,France,1.87m.,88.00kg.,28/01/1982 in Limoges
soccer/uk.eurosport.yahoo.com/tal-benham.html,,Defender,Israel,1.81m.,75.00kg.,13/03/1982 in Rishon Le'Zion
soccer/uk.eurosport.yahoo.com/taye-taiwo.html,Marseille,Defender,Nigeria,1.78m.,75.00kg.,16/04/1985 in Lagos
soccer/uk.eurosport.yahoo.com/teemu-tainio.html,,Midfielders,Finland,1.75m.,69.00kg.,27/11/1979 in Tornio
soccer/uk.eurosport.yahoo.com/theo-walcott.html,,Striker,,1.76m.,68.00kg.,16/03/1989 in Middlesex
soccer/uk.eurosport.yahoo.com/thierry-henry.html,(FC) Barcelone,Striker,France,1.88m.,83.00kg.,17/08/1977 in Les Ulis
soccer/uk.eurosport.yahoo.com/thomas-augustinussen.html,AaB Aalborg,Striker,Denmark,1.92m.,84.00kg.,20/03/1981 in
soccer/uk.eurosport.yahoo.com/thomas-gravesen.html,,Midfielders,Denmark,1.83m.,85.00kg.,11/03/1976 in Vejle
soccer/uk.eurosport.yahoo.com/tiago.html,Juventus Turin,Midfielders,Portugal,1.83m.,79.00kg.,02/05/1981 in Viana do Castelo
soccer/uk.eurosport.yahoo.com/tim-cahill.html,,Midfielders,Australia,1.78m.,68.00kg.,06/12/1979 in Sydney ( Australia )
soccer/uk.eurosport.yahoo.com/tim-howard.html,,Goalkeeper,USA,1.92m.,95.00kg.,06/03/1979 in North Brunswick
soccer/uk.eurosport.yahoo.com/timmy-simons.html,PSV Eindhoven,Midfielders,Belgium,1.86m.,77.00kg.,11/12/1976 in Diest
soccer/uk.eurosport.yahoo.com/titus-bramble.html,,Defender,,1.85m.,87.00kg.,21/07/1981 in Ipswich
soccer/uk.eurosport.yahoo.com/tom-huddlestone.html,Tottenham,Defender,,1.90m.,94.00kg.,28/12/1986 in Nottingham
soccer/uk.eurosport.yahoo.com/tomas-rosicky.html,,Midfielders,Czech Republic,1.79m.,68.00kg.,04/10/1980 in Prague
soccer/uk.eurosport.yahoo.com/tomasz-kuszczak.html,,Goalkeeper,Poland,1.90m.,84.00kg.,20/03/1982 in Krosno Odrzanski ( Poland )
soccer/uk.eurosport.yahoo.com/torsten-frings.html,Werder Brême,Midfielders,Germany,1.82m.,80.00kg.,22/11/1976 in
soccer/uk.eurosport.yahoo.com/tranquillo-barnetta.html,Bayer Leverkusen,Striker,Switzerland,1.76m.,62.00kg.,22/05/1985 in Rotmonten
soccer/uk.eurosport.yahoo.com/turan-arda.html,Galatasaray,Midfielders,Turkey,1.76m.,72.00kg.,30/01/1987 in
soccer/uk.eurosport.yahoo.com/tyrone-mears.html,Marseille,Defender,,1.80m.,74.00kg.,18/02/1983 in
soccer/uk.eurosport.yahoo.com/ulrich-rame.html,Bordeaux,Goalkeeper,France,1.87m.,83.00kg.,19/09/1972 in Nantes
soccer/uk.eurosport.yahoo.com/valon-behrami.html,West Ham Utd,Midfielders,Switzerland,1.84m.,71.00kg.,19/04/1985 in
soccer/uk.eurosport.yahoo.com/vassirikiabou-diaby.html,,Midfielders,France,1.88m.,75.00kg.,11/05/1986 in Paris
soccer/uk.eurosport.yahoo.com/vedran-corluka.html,Tottenham,Defender,Croatia,1.93m.,88.00kg.,09/02/1986 in
soccer/uk.eurosport.yahoo.com/vicente.html,Valence CF,Midfielders,Spain,1.75m.,72.00kg.,16/07/1981 in Valence
soccer/uk.eurosport.yahoo.com/vincent-candela.html,,Defender,France,1.80m.,73.00kg.,24/10/1973 in Bédarieux
soccer/uk.eurosport.yahoo.com/vincent-kompany.html,,Defender,Belgium,1.90m.,85.00kg.,10/04/1986 in
soccer/uk.eurosport.yahoo.com/vincenzo-iaquinta.html,Juventus Turin,Striker,Italy,1.88m.,79.00kg.,21/11/1979 in Crotone
soccer/uk.eurosport.yahoo.com/vitali-rodionov.html,BATE Borisov,Striker,Belarus,1.79m.,77.00kg.,11/12/1983 in
soccer/uk.eurosport.yahoo.com/vladimir-smicer.html,Slavia Prague,Midfielders,Czech Republic,1.80m.,71.00kg.,24/05/1973 in Prague
soccer/uk.eurosport.yahoo.com/vladimir-stojkovic.html,Sporting Portugal,Goalkeeper,Serbia,1.95m.,92.00kg.,28/07/1983 in Loznica
soccer/uk.eurosport.yahoo.com/walter-pandiani.html,Osasuna,Striker,Uruguay,1.84m.,74.00kg.,27/04/1976 in Montevideo
soccer/uk.eurosport.yahoo.com/wayne-bridge.html,,Defender,,1.78m.,75.00kg.,05/08/1980 in
soccer/uk.eurosport.yahoo.com/wayne-hennessey.html,Wolverhampton,Goalkeeper,Wales,,,24/01/1987 in Anglesey
soccer/uk.eurosport.yahoo.com/wayne-rooney.html,,Striker,,1.81m.,78.00kg.,24/10/1985 in
soccer/uk.eurosport.yahoo.com/wesley-brown.html,,Defender,,1.85m.,74.00kg.,13/10/1979 in Manchester
soccer/uk.eurosport.yahoo.com/wesley-sneijder.html,Real Madrid,Midfielders,Netherlands,1.70m.,67.00kg.,09/06/1984 in
soccer/uk.eurosport.yahoo.com/william-gallas.html,,Defender,France,1.81m.,72.00kg.,17/08/1977 in Asnières
soccer/uk.eurosport.yahoo.com/wilson-palacios.html,,Midfielders,Honduras,,,29/07/1984 in La Ceiba
soccer/uk.eurosport.yahoo.com/xisco.html,,Striker,Spain,1.86m.,84.00kg.,26/06/1986 in Palma of Majorque
soccer/uk.eurosport.yahoo.com/yannick-djalo.html,Sporting Portugal,Striker,Portugal,1.71m.,61.00kg.,05/05/1986 in
soccer/uk.eurosport.yahoo.com/yoann-gourcuff.html,Bordeaux,Midfielders,France,1.85m.,79.00kg.,11/07/1986 in Lorient
soccer/uk.eurosport.yahoo.com/younes-kaboul.html,,Defender,France,1.90m.,87.00kg.,04/01/1986 in Saint-Julien-en-Genevois
soccer/uk.eurosport.yahoo.com/yuri-zhirkov.html,CSKA Moscou,Midfielders,Russia,1.78m.,70.00kg.,20/08/1983 in
soccer/uk.eurosport.yahoo.com/zdravko-kuzmanovic.html,Fiorentina,Midfielders,Serbia,1.86m.,71.00kg.,22/09/1987 in
soccer/uk.eurosport.yahoo.com/zinedine-zidane.html,,Midfielders,France,1.85m.,80.00kg.,23/06/1972 in Marseille
soccer/uk.eurosport.yahoo.com/zlatan-ibrahimovic.html,Inter Milan,Striker,Sweden,1.92m.,84.00kg.,03/10/1981 in
soccer/uk.eurosport.yahoo.com/zoltan-gera.html,,Midfielders,Hungary,1.80m.,71.00kg.,22/04/1979 in Pecs
soccer/uk.eurosport.yahoo.com/nder-turaci.html,Fenerbahçe,Defender,Turkey,1.86m.,79.00kg.,14/07/1981 in
